ペルソナ名,都道府県,市区町村,キー,人数,緯度,経度
30代層,神奈川県,横浜市青葉区,神奈川県横浜市青葉区,6,35.4478,139.6425
30代層,茨城県,ひたちなか市,茨城県ひたちなか市,1,36.3418,140.4467
30代層,東京都,大田区,東京都大田区,6,35.6895,139.6917
30代層,東京都,港区,東京都港区,6,35.6895,139.6917
30代層,神奈川県,横浜市中区,神奈川県横浜市中区,6,35.4478,139.6425
30代層,神奈川県,横浜市西区,神奈川県横浜市西区,4,35.4478,139.6425
30代層,宮城県,名取市,宮城県名取市,1,35.0,135.0
30代層,東京都,多摩市,東京都多摩市,4,35.6895,139.6917
30代層,神奈川県,横浜市瀬谷区,神奈川県横浜市瀬谷区,3,35.4478,139.6425
30代層,東京都,八王子市,東京都八王子市,4,35.6895,139.6917
30代層,山形県,上山市,山形県上山市,1,35.0,135.0
30代層,群馬県,高崎市,群馬県高崎市,1,36.3907,139.0604
30代層,千葉県,長生郡一宮町,千葉県長生郡一宮町,1,35.6074,140.1233
30代層,宮城県,仙台市青葉区,宮城県仙台市青葉区,1,35.0,135.0
30代層,東京都,北区,東京都北区,4,35.6895,139.6917
30代層,秋田県,秋田市,秋田県秋田市,1,35.0,135.0
30代層,千葉県,我孫子市,千葉県我孫子市,2,35.6074,140.1233
30代層,神奈川県,横浜市都筑区,神奈川県横浜市都筑区,4,35.4478,139.6425
30代層,千葉県,習志野市,千葉県習志野市,4,35.6074,140.1233
30代層,神奈川県,綾瀬市,神奈川県綾瀬市,2,35.4478,139.6425
30代層,神奈川県,小田原市,神奈川県小田原市,1,35.4478,139.6425
30代層,埼玉県,朝霞市,埼玉県朝霞市,3,35.8617,139.6455
30代層,茨城県,つくば市,茨城県つくば市,1,36.3418,140.4467
30代層,神奈川県,横浜市鶴見区,神奈川県横浜市鶴見区,4,35.4478,139.6425
30代層,東京都,荒川区,東京都荒川区,5,35.6895,139.6917
30代層,埼玉県,さいたま市南区,埼玉県さいたま市南区,2,35.8617,139.6455
30代層,埼玉県,さいたま市北区,埼玉県さいたま市北区,2,35.8617,139.6455
30代層,神奈川県,横浜市神奈川区,神奈川県横浜市神奈川区,5,35.4478,139.6425
30代層,東京都,日野市,東京都日野市,2,35.6895,139.6917
30代層,東京都,渋谷区,東京都渋谷区,8,35.6895,139.6917
30代層,埼玉県,草加市,埼玉県草加市,4,35.8617,139.6455
30代層,宮城県,仙台市宮城野区,宮城県仙台市宮城野区,1,35.0,135.0
30代層,埼玉県,志木市,埼玉県志木市,2,35.8617,139.6455
30代層,東京都,小金井市,東京都小金井市,3,35.6895,139.6917
30代層,東京都,西多摩郡瑞穂町,東京都西多摩郡瑞穂町,4,35.6895,139.6917
30代層,埼玉県,さいたま市見沼区,埼玉県さいたま市見沼区,3,35.8617,139.6455
30代層,神奈川県,横浜市磯子区,神奈川県横浜市磯子区,2,35.4478,139.6425
30代層,茨城県,守谷市,茨城県守谷市,1,36.3418,140.4467
30代層,東京都,東村山市,東京都東村山市,1,35.6895,139.6917
30代層,東京都,青梅市,東京都青梅市,5,35.6895,139.6917
30代層,千葉県,茂原市,千葉県茂原市,1,35.6074,140.1233
30代層,東京都,江戸川区,東京都江戸川区,4,35.6895,139.6917
30代層,東京都,江東区,東京都江東区,7,35.6895,139.6917
30代層,神奈川県,伊勢原市,神奈川県伊勢原市,2,35.4478,139.6425
30代層,茨城県,坂東市,茨城県坂東市,1,36.3418,140.4467
30代層,千葉県,船橋市,千葉県船橋市,5,35.6074,140.1233
30代層,埼玉県,上尾市,埼玉県上尾市,1,35.8617,139.6455
30代層,東京都,板橋区,東京都板橋区,6,35.6895,139.6917
30代層,神奈川県,横浜市金沢区,神奈川県横浜市金沢区,3,35.4478,139.6425
30代層,東京都,豊島区,東京都豊島区,5,35.6895,139.6917
30代層,神奈川県,横浜市緑区,神奈川県横浜市緑区,4,35.4478,139.6425
30代層,神奈川県,海老名市,神奈川県海老名市,3,35.4478,139.6425
30代層,千葉県,大網白里市,千葉県大網白里市,2,35.6074,140.1233
30代層,神奈川県,藤沢市,神奈川県藤沢市,3,35.4478,139.6425
30代層,神奈川県,川崎市麻生区,神奈川県川崎市麻生区,3,35.4478,139.6425
30代層,東京都,新宿区,東京都新宿区,5,35.6895,139.6917
30代層,千葉県,市原市,千葉県市原市,2,35.6074,140.1233
30代層,神奈川県,鎌倉市,神奈川県鎌倉市,4,35.4478,139.6425
30代層,東京都,国立市,東京都国立市,2,35.6895,139.6917
30代層,東京都,墨田区,東京都墨田区,4,35.6895,139.6917
30代層,東京都,町田市,東京都町田市,5,35.6895,139.6917
30代層,神奈川県,横須賀市,神奈川県横須賀市,2,35.4478,139.6425
30代層,神奈川県,足柄上郡開成町,神奈川県足柄上郡開成町,1,35.4478,139.6425
30代層,神奈川県,横浜市港北区,神奈川県横浜市港北区,9,35.4478,139.6425
30代層,埼玉県,さいたま市大宮区,埼玉県さいたま市大宮区,2,35.8617,139.6455
30代層,東京都,立川市,東京都立川市,3,35.6895,139.6917
30代層,茨城県,結城市,茨城県結城市,2,36.3418,140.4467
30代層,東京都,葛飾区,東京都葛飾区,4,35.6895,139.6917
30代層,埼玉県,越谷市,埼玉県越谷市,5,35.8617,139.6455
30代層,愛知県,西尾市,愛知県西尾市,1,35.0,135.0
30代層,神奈川県,横浜市南区,神奈川県横浜市南区,6,35.4478,139.6425
30代層,岩手県,北上市,岩手県北上市,1,35.0,135.0
30代層,神奈川県,川崎市中原区,神奈川県川崎市中原区,4,35.4478,139.6425
30代層,千葉県,松戸市,千葉県松戸市,3,35.6074,140.1233
30代層,福島県,福島市,福島県福島市,1,35.0,135.0
30代層,埼玉県,川越市,埼玉県川越市,3,35.8617,139.6455
30代層,埼玉県,蕨市,埼玉県蕨市,4,35.8617,139.6455
30代層,千葉県,佐倉市,千葉県佐倉市,2,35.6074,140.1233
30代層,愛知県,名古屋市港区,愛知県名古屋市港区,5,35.0,135.0
30代層,埼玉県,和光市,埼玉県和光市,3,35.8617,139.6455
30代層,愛知県,岡崎市,愛知県岡崎市,1,35.0,135.0
30代層,愛知県,安城市,愛知県安城市,1,35.0,135.0
30代層,千葉県,流山市,千葉県流山市,2,35.6074,140.1233
30代層,岐阜県,揖斐郡池田町,岐阜県揖斐郡池田町,1,35.0,135.0
30代層,岐阜県,土岐市,岐阜県土岐市,1,35.0,135.0
30代層,愛知県,名古屋市緑区,愛知県名古屋市緑区,7,35.0,135.0
30代層,神奈川県,横浜市戸塚区,神奈川県横浜市戸塚区,4,35.4478,139.6425
30代層,愛知県,名古屋市西区,愛知県名古屋市西区,4,35.0,135.0
30代層,愛知県,名古屋市中村区,愛知県名古屋市中村区,7,35.0,135.0
30代層,東京都,国分寺市,東京都国分寺市,3,35.6895,139.6917
30代層,愛知県,名古屋市中川区,愛知県名古屋市中川区,4,35.0,135.0
30代層,愛知県,知多郡阿久比町,愛知県知多郡阿久比町,1,35.0,135.0
30代層,東京都,三鷹市,東京都三鷹市,6,35.6895,139.6917
30代層,東京都,目黒区,東京都目黒区,7,35.6895,139.6917
30代層,愛知県,豊川市,愛知県豊川市,1,35.0,135.0
30代層,千葉県,東金市,千葉県東金市,1,35.6074,140.1233
30代層,埼玉県,さいたま市中央区,埼玉県さいたま市中央区,2,35.8617,139.6455
30代層,岐阜県,多治見市,岐阜県多治見市,2,35.0,135.0
30代層,静岡県,静岡市葵区,静岡県静岡市葵区,1,35.0,135.0
30代層,愛知県,稲沢市,愛知県稲沢市,2,35.0,135.0
30代層,北海道,苫小牧市,北海道苫小牧市,1,35.0,135.0
30代層,愛知県,半田市,愛知県半田市,2,35.0,135.0
30代層,東京都,西東京市,東京都西東京市,3,35.6895,139.6917
30代層,東京都,品川区,東京都品川区,7,35.6895,139.6917
30代層,宮城県,宮城郡七ヶ浜町,宮城県宮城郡七ヶ浜町,1,35.0,135.0
30代層,静岡県,静岡市駿河区,静岡県静岡市駿河区,1,35.0,135.0
30代層,愛知県,名古屋市天白区,愛知県名古屋市天白区,6,35.0,135.0
30代層,三重県,津市,三重県津市,3,35.0,135.0
30代層,埼玉県,桶川市,埼玉県桶川市,1,35.8617,139.6455
30代層,宮城県,仙台市太白区,宮城県仙台市太白区,1,35.0,135.0
30代層,岩手県,盛岡市,岩手県盛岡市,1,35.0,135.0
30代層,広島県,広島市中区,広島県広島市中区,3,35.0,135.0
30代層,広島県,広島市安佐南区,広島県広島市安佐南区,3,35.0,135.0
30代層,愛知県,あま市,愛知県あま市,2,35.0,135.0
30代層,静岡県,沼津市,静岡県沼津市,1,35.0,135.0
30代層,広島県,広島市東区,広島県広島市東区,1,35.0,135.0
30代層,滋賀県,草津市,滋賀県草津市,31,35.0045,135.8686
30代層,千葉県,山武郡横芝光町,千葉県山武郡横芝光町,1,35.6074,140.1233
30代層,広島県,広島市安佐北区,広島県広島市安佐北区,2,35.0,135.0
30代層,神奈川県,茅ヶ崎市,神奈川県茅ヶ崎市,2,35.4478,139.6425
30代層,和歌山県,和歌山市,和歌山県和歌山市,5,35.0,135.0
30代層,広島県,広島市南区,広島県広島市南区,2,35.0,135.0
30代層,愛知県,瀬戸市,愛知県瀬戸市,2,35.0,135.0
30代層,広島県,広島市安芸区,広島県広島市安芸区,1,35.0,135.0
30代層,東京都,中野区,東京都中野区,3,35.6895,139.6917
30代層,神奈川県,川崎市宮前区,神奈川県川崎市宮前区,4,35.4478,139.6425
30代層,愛知県,春日井市,愛知県春日井市,3,35.0,135.0
30代層,三重県,四日市市,三重県四日市市,3,35.0,135.0
30代層,神奈川県,川崎市川崎区,神奈川県川崎市川崎区,5,35.4478,139.6425
30代層,山梨県,甲斐市,山梨県甲斐市,1,35.0,135.0
30代層,群馬県,渋川市,群馬県渋川市,1,36.3907,139.0604
30代層,埼玉県,児玉郡上里町,埼玉県児玉郡上里町,1,35.8617,139.6455
30代層,埼玉県,さいたま市西区,埼玉県さいたま市西区,4,35.8617,139.6455
30代層,岐阜県,安八郡神戸町,岐阜県安八郡神戸町,1,35.0,135.0
30代層,広島県,福山市,広島県福山市,2,35.0,135.0
30代層,三重県,桑名市,三重県桑名市,2,35.0,135.0
30代層,大阪府,泉佐野市,大阪府泉佐野市,2,34.6937,135.5023
30代層,愛知県,名古屋市守山区,愛知県名古屋市守山区,4,35.0,135.0
30代層,京都府,久世郡久御山町,京都府久世郡久御山町,10,35.0116,135.7681
30代層,埼玉県,戸田市,埼玉県戸田市,3,35.8617,139.6455
30代層,大阪府,岸和田市,大阪府岸和田市,2,34.6937,135.5023
30代層,大阪府,大阪市阿倍野区,大阪府大阪市阿倍野区,7,34.6937,135.5023
30代層,埼玉県,狭山市,埼玉県狭山市,2,35.8617,139.6455
30代層,兵庫県,川西市,兵庫県川西市,1,34.6913,135.183
30代層,京都府,木津川市,京都府木津川市,43,35.0116,135.7681
30代層,埼玉県,三郷市,埼玉県三郷市,3,35.8617,139.6455
30代層,新潟県,新発田市,新潟県新発田市,1,35.0,135.0
30代層,宮城県,仙台市若林区,宮城県仙台市若林区,1,35.0,135.0
30代層,大阪府,堺市南区,大阪府堺市南区,5,34.6937,135.5023
30代層,岐阜県,各務原市,岐阜県各務原市,2,35.0,135.0
30代層,兵庫県,丹波市,兵庫県丹波市,2,34.6913,135.183
30代層,兵庫県,多可郡多可町,兵庫県多可郡多可町,2,34.6913,135.183
30代層,京都府,福知山市,京都府福知山市,27,35.0116,135.7681
30代層,神奈川県,座間市,神奈川県座間市,2,35.4478,139.6425
30代層,長野県,松本市,長野県松本市,1,35.0,135.0
30代層,神奈川県,平塚市,神奈川県平塚市,3,35.4478,139.6425
30代層,福島県,郡山市,福島県郡山市,1,35.0,135.0
30代層,兵庫県,高砂市,兵庫県高砂市,1,34.6913,135.183
30代層,兵庫県,西宮市,兵庫県西宮市,12,34.6913,135.183
30代層,大阪府,八尾市,大阪府八尾市,11,34.6937,135.5023
30代層,大阪府,豊中市,大阪府豊中市,18,34.6937,135.5023
30代層,茨城県,小美玉市,茨城県小美玉市,2,36.3418,140.4467
30代層,栃木県,栃木市,栃木県栃木市,1,36.5657,139.8836
30代層,栃木県,那須塩原市,栃木県那須塩原市,1,36.5657,139.8836
30代層,茨城県,土浦市,茨城県土浦市,2,36.3418,140.4467
30代層,茨城県,北相馬郡利根町,茨城県北相馬郡利根町,1,36.3418,140.4467
30代層,栃木県,大田原市,栃木県大田原市,1,36.5657,139.8836
30代層,栃木県,小山市,栃木県小山市,2,36.5657,139.8836
30代層,神奈川県,横浜市港南区,神奈川県横浜市港南区,2,35.4478,139.6425
30代層,神奈川県,横浜市保土ケ谷区,神奈川県横浜市保土ケ谷区,3,35.4478,139.6425
30代層,大阪府,大阪市北区,大阪府大阪市北区,37,34.6937,135.5023
30代層,兵庫県,神戸市北区,兵庫県神戸市北区,7,34.6913,135.183
30代層,京都府,南丹市,京都府南丹市,23,35.0116,135.7681
30代層,大阪府,大阪市平野区,大阪府大阪市平野区,20,34.6937,135.5023
30代層,大阪府,大阪市浪速区,大阪府大阪市浪速区,14,34.6937,135.5023
30代層,大阪府,大阪市此花区,大阪府大阪市此花区,5,34.6937,135.5023
30代層,京都府,向日市,京都府向日市,55,35.0116,135.7681
30代層,兵庫県,,兵庫県,14,34.6913,135.183
30代層,兵庫県,三田市,兵庫県三田市,1,34.6913,135.183
30代層,兵庫県,神戸市灘区,兵庫県神戸市灘区,5,34.6913,135.183
30代層,兵庫県,神戸市垂水区,兵庫県神戸市垂水区,4,34.6913,135.183
30代層,兵庫県,芦屋市,兵庫県芦屋市,6,34.6913,135.183
30代層,兵庫県,神戸市西区,兵庫県神戸市西区,3,34.6913,135.183
30代層,兵庫県,神戸市兵庫区,兵庫県神戸市兵庫区,4,34.6913,135.183
30代層,兵庫県,神戸市須磨区,兵庫県神戸市須磨区,2,34.6913,135.183
30代層,滋賀県,守山市,滋賀県守山市,13,35.0045,135.8686
30代層,大阪府,大阪市鶴見区,大阪府大阪市鶴見区,10,34.6937,135.5023
30代層,大阪府,大阪市生野区,大阪府大阪市生野区,16,34.6937,135.5023
30代層,大阪府,摂津市,大阪府摂津市,7,34.6937,135.5023
30代層,大阪府,大阪市港区,大阪府大阪市港区,5,34.6937,135.5023
30代層,京都府,舞鶴市,京都府舞鶴市,28,35.0116,135.7681
30代層,大阪府,吹田市,大阪府吹田市,21,34.6937,135.5023
30代層,大阪府,大阪市淀川区,大阪府大阪市淀川区,16,34.6937,135.5023
30代層,栃木県,足利市,栃木県足利市,1,36.5657,139.8836
30代層,滋賀県,栗東市,滋賀県栗東市,14,35.0045,135.8686
30代層,愛知県,,愛知県,5,35.0,135.0
30代層,滋賀県,,滋賀県,9,35.0045,135.8686
30代層,大阪府,,大阪府,40,34.6937,135.5023
30代層,愛知県,豊明市,愛知県豊明市,2,35.0,135.0
30代層,大阪府,大阪市住之江区,大阪府大阪市住之江区,11,34.6937,135.5023
30代層,愛知県,名古屋市中区,愛知県名古屋市中区,5,35.0,135.0
30代層,滋賀県,野洲市,滋賀県野洲市,9,35.0045,135.8686
30代層,大阪府,大東市,大阪府大東市,5,34.6937,135.5023
30代層,徳島県,阿南市,徳島県阿南市,1,35.0,135.0
30代層,奈良県,北葛城郡広陵町,奈良県北葛城郡広陵町,1,34.6851,135.805
30代層,奈良県,天理市,奈良県天理市,6,34.6851,135.805
30代層,奈良県,生駒郡安堵町,奈良県生駒郡安堵町,2,34.6851,135.805
30代層,奈良県,吉野郡大淀町,奈良県吉野郡大淀町,2,34.6851,135.805
30代層,奈良県,磯城郡田原本町,奈良県磯城郡田原本町,4,34.6851,135.805
30代層,徳島県,鳴門市,徳島県鳴門市,1,35.0,135.0
30代層,奈良県,生駒市,奈良県生駒市,11,34.6851,135.805
30代層,奈良県,生駒郡平群町,奈良県生駒郡平群町,1,34.6851,135.805
30代層,奈良県,五條市,奈良県五條市,1,34.6851,135.805
30代層,奈良県,大和郡山市,奈良県大和郡山市,7,34.6851,135.805
30代層,大阪府,松原市,大阪府松原市,4,34.6937,135.5023
30代層,奈良県,大和高田市,奈良県大和高田市,5,34.6851,135.805
30代層,大阪府,羽曳野市,大阪府羽曳野市,5,34.6937,135.5023
30代層,奈良県,吉野郡吉野町,奈良県吉野郡吉野町,1,34.6851,135.805
30代層,奈良県,香芝市,奈良県香芝市,4,34.6851,135.805
30代層,愛知県,名古屋市瑞穂区,愛知県名古屋市瑞穂区,5,35.0,135.0
30代層,愛知県,一宮市,愛知県一宮市,2,35.0,135.0
30代層,愛知県,津島市,愛知県津島市,2,35.0,135.0
30代層,愛知県,名古屋市千種区,愛知県名古屋市千種区,5,35.0,135.0
30代層,山口県,山口市,山口県山口市,2,35.0,135.0
30代層,長野県,長野市,長野県長野市,2,35.0,135.0
30代層,東京都,福生市,東京都福生市,3,35.6895,139.6917
30代層,東京都,昭島市,東京都昭島市,3,35.6895,139.6917
30代層,兵庫県,伊丹市,兵庫県伊丹市,4,34.6913,135.183
30代層,埼玉県,入間市,埼玉県入間市,3,35.8617,139.6455
30代層,東京都,東久留米市,東京都東久留米市,3,35.6895,139.6917
30代層,東京都,台東区,東京都台東区,3,35.6895,139.6917
30代層,神奈川県,川崎市幸区,神奈川県川崎市幸区,4,35.4478,139.6425
30代層,福岡県,糟屋郡粕屋町,福岡県糟屋郡粕屋町,1,35.0,135.0
30代層,福岡県,福岡市西区,福岡県福岡市西区,1,35.0,135.0
30代層,福岡県,福岡市城南区,福岡県福岡市城南区,1,35.0,135.0
30代層,福岡県,糟屋郡須惠町,福岡県糟屋郡須惠町,1,35.0,135.0
30代層,福岡県,福岡市博多区,福岡県福岡市博多区,4,35.0,135.0
30代層,福岡県,福岡市中央区,福岡県福岡市中央区,2,35.0,135.0
30代層,福岡県,福岡市早良区,福岡県福岡市早良区,3,35.0,135.0
30代層,福岡県,福岡市南区,福岡県福岡市南区,3,35.0,135.0
30代層,福岡県,久留米市,福岡県久留米市,1,35.0,135.0
30代層,福岡県,福津市,福岡県福津市,1,35.0,135.0
30代層,福岡県,春日市,福岡県春日市,2,35.0,135.0
30代層,福岡県,筑紫野市,福岡県筑紫野市,2,35.0,135.0
30代層,福岡県,朝倉市,福岡県朝倉市,1,35.0,135.0
30代層,福岡県,古賀市,福岡県古賀市,1,35.0,135.0
30代層,福岡県,大野城市,福岡県大野城市,2,35.0,135.0
30代層,福岡県,福岡市東区,福岡県福岡市東区,3,35.0,135.0
30代層,福岡県,那珂川市,福岡県那珂川市,1,35.0,135.0
30代層,福岡県,小郡市,福岡県小郡市,1,35.0,135.0
30代層,福岡県,太宰府市,福岡県太宰府市,1,35.0,135.0
30代層,愛知県,名古屋市東区,愛知県名古屋市東区,4,35.0,135.0
30代層,愛知県,名古屋市名東区,愛知県名古屋市名東区,4,35.0,135.0
30代層,愛知県,名古屋市熱田区,愛知県名古屋市熱田区,1,35.0,135.0
30代層,佐賀県,三養基郡基山町,佐賀県三養基郡基山町,1,35.0,135.0
30代層,福岡県,糟屋郡志免町,福岡県糟屋郡志免町,1,35.0,135.0
30代層,奈良県,生駒郡三郷町,奈良県生駒郡三郷町,2,34.6851,135.805
30代層,奈良県,生駒郡斑鳩町,奈良県生駒郡斑鳩町,1,34.6851,135.805
30代層,奈良県,磯城郡三宅町,奈良県磯城郡三宅町,1,34.6851,135.805
30代層,奈良県,御所市,奈良県御所市,3,34.6851,135.805
30代層,奈良県,葛城市,奈良県葛城市,3,34.6851,135.805
30代層,大阪府,大阪狭山市,大阪府大阪狭山市,3,34.6937,135.5023
30代層,熊本県,熊本市中央区,熊本県熊本市中央区,1,35.0,135.0
30代層,愛媛県,松山市,愛媛県松山市,2,35.0,135.0
30代層,宮崎県,宮崎市,宮崎県宮崎市,2,35.0,135.0
30代層,北海道,札幌市中央区,北海道札幌市中央区,1,35.0,135.0
30代層,静岡県,掛川市,静岡県掛川市,1,35.0,135.0
30代層,大阪府,箕面市,大阪府箕面市,5,34.6937,135.5023
30代層,大阪府,池田市,大阪府池田市,5,34.6937,135.5023
30代層,大阪府,堺市西区,大阪府堺市西区,5,34.6937,135.5023
30代層,大阪府,藤井寺市,大阪府藤井寺市,4,34.6937,135.5023
30代層,大阪府,堺市美原区,大阪府堺市美原区,2,34.6937,135.5023
30代層,愛知県,名古屋市南区,愛知県名古屋市南区,3,35.0,135.0
30代層,京都府,京丹後市,京都府京丹後市,7,35.0116,135.7681
30代層,福井県,大飯郡高浜町,福井県大飯郡高浜町,7,35.0,135.0
30代層,福井県,三方上中郡若狭町,福井県三方上中郡若狭町,1,35.0,135.0
30代層,福井県,敦賀市,福井県敦賀市,1,35.0,135.0
30代層,福井県,小浜市,福井県小浜市,1,35.0,135.0
30代層,京都府,綴喜郡宇治田原町,京都府綴喜郡宇治田原町,6,35.0116,135.7681
30代層,滋賀県,高島市,滋賀県高島市,2,35.0045,135.8686
30代層,鹿児島県,鹿児島市,鹿児島県鹿児島市,2,35.0,135.0
30代層,京都府,相楽郡精華町,京都府相楽郡精華町,19,35.0116,135.7681
30代層,沖縄県,,沖縄県,1,35.0,135.0
30代層,北海道,,北海道,1,35.0,135.0
30代層,大阪府,堺市堺区,大阪府堺市堺区,5,34.6937,135.5023
30代層,兵庫県,姫路市,兵庫県姫路市,3,34.6913,135.183
30代層,京都府,綾部市,京都府綾部市,12,35.0116,135.7681
30代層,滋賀県,近江八幡市,滋賀県近江八幡市,4,35.0045,135.8686
30代層,和歌山県,橋本市,和歌山県橋本市,2,35.0,135.0
30代層,和歌山県,紀の川市,和歌山県紀の川市,1,35.0,135.0
30代層,和歌山県,伊都郡かつらぎ町,和歌山県伊都郡かつらぎ町,1,35.0,135.0
30代層,大阪府,富田林市,大阪府富田林市,3,34.6937,135.5023
30代層,大阪府,河内長野市,大阪府河内長野市,2,34.6937,135.5023
30代層,大阪府,和泉市,大阪府和泉市,3,34.6937,135.5023
30代層,大阪府,泉南郡熊取町,大阪府泉南郡熊取町,1,34.6937,135.5023
30代層,大阪府,泉南市,大阪府泉南市,1,34.6937,135.5023
30代層,大阪府,泉大津市,大阪府泉大津市,2,34.6937,135.5023
30代層,大阪府,高石市,大阪府高石市,2,34.6937,135.5023
30代層,大阪府,南河内郡河南町,大阪府南河内郡河南町,1,34.6937,135.5023
30代層,大阪府,貝塚市,大阪府貝塚市,4,34.6937,135.5023
30代層,大阪府,堺市東区,大阪府堺市東区,5,34.6937,135.5023
30代層,和歌山県,岩出市,和歌山県岩出市,1,35.0,135.0
30代層,兵庫県,丹波篠山市,兵庫県丹波篠山市,4,34.6913,135.183
30代層,兵庫県,西脇市,兵庫県西脇市,1,34.6913,135.183
30代層,千葉県,印旛郡酒々井町,千葉県印旛郡酒々井町,1,35.6074,140.1233
30代層,埼玉県,飯能市,埼玉県飯能市,1,35.8617,139.6455
30代層,愛知県,日進市,愛知県日進市,1,35.0,135.0
30代層,沖縄県,沖縄市,沖縄県沖縄市,2,35.0,135.0
30代層,広島県,広島市西区,広島県広島市西区,1,35.0,135.0
30代層,埼玉県,鴻巣市,埼玉県鴻巣市,2,35.8617,139.6455
30代層,愛知県,名古屋市昭和区,愛知県名古屋市昭和区,1,35.0,135.0
30代層,埼玉県,富士見市,埼玉県富士見市,1,35.8617,139.6455
30代層,埼玉県,ふじみ野市,埼玉県ふじみ野市,1,35.8617,139.6455
30代層,埼玉県,入間郡三芳町,埼玉県入間郡三芳町,2,35.8617,139.6455
30代層,東京都,武蔵野市,東京都武蔵野市,2,35.6895,139.6917
30代層,埼玉県,所沢市,埼玉県所沢市,3,35.8617,139.6455
30代層,埼玉県,さいたま市桜区,埼玉県さいたま市桜区,1,35.8617,139.6455
30代層,埼玉県,さいたま市浦和区,埼玉県さいたま市浦和区,1,35.8617,139.6455
30代層,東京都,調布市,東京都調布市,2,35.6895,139.6917
30代層,埼玉県,さいたま市緑区,埼玉県さいたま市緑区,2,35.8617,139.6455
30代層,埼玉県,さいたま市岩槻区,埼玉県さいたま市岩槻区,2,35.8617,139.6455
30代層,埼玉県,北本市,埼玉県北本市,1,35.8617,139.6455
30代層,神奈川県,横浜市旭区,神奈川県横浜市旭区,1,35.4478,139.6425
30代層,神奈川県,横浜市栄区,神奈川県横浜市栄区,2,35.4478,139.6425
30代層,三重県,名張市,三重県名張市,1,35.0,135.0
30代層,三重県,鈴鹿市,三重県鈴鹿市,2,35.0,135.0
30代層,愛知県,犬山市,愛知県犬山市,1,35.0,135.0
30代層,岐阜県,美濃加茂市,岐阜県美濃加茂市,1,35.0,135.0
30代層,岐阜県,加茂郡八百津町,岐阜県加茂郡八百津町,1,35.0,135.0
30代層,岐阜県,可児市,岐阜県可児市,1,35.0,135.0
30代層,愛知県,江南市,愛知県江南市,1,35.0,135.0
30代層,愛知県,小牧市,愛知県小牧市,2,35.0,135.0
30代層,三重県,伊賀市,三重県伊賀市,2,35.0,135.0
30代層,愛知県,尾張旭市,愛知県尾張旭市,1,35.0,135.0
30代層,愛知県,清須市,愛知県清須市,1,35.0,135.0
30代層,愛知県,海部郡蟹江町,愛知県海部郡蟹江町,1,35.0,135.0
30代層,愛知県,大府市,愛知県大府市,1,35.0,135.0
30代層,愛知県,愛知郡東郷町,愛知県愛知郡東郷町,1,35.0,135.0
30代層,愛知県,みよし市,愛知県みよし市,1,35.0,135.0
30代層,石川県,野々市市,石川県野々市市,1,35.0,135.0
30代層,石川県,加賀市,石川県加賀市,1,35.0,135.0
30代層,石川県,小松市,石川県小松市,1,35.0,135.0
30代層,石川県,かほく市,石川県かほく市,1,35.0,135.0
30代層,石川県,河北郡津幡町,石川県河北郡津幡町,1,35.0,135.0
30代層,石川県,河北郡内灘町,石川県河北郡内灘町,1,35.0,135.0
30代層,石川県,金沢市,石川県金沢市,1,35.0,135.0
30代層,石川県,白山市,石川県白山市,1,35.0,135.0
30代層,滋賀県,湖南市,滋賀県湖南市,3,35.0045,135.8686
30代層,滋賀県,甲賀市,滋賀県甲賀市,2,35.0045,135.8686
30代層,滋賀県,東近江市,滋賀県東近江市,4,35.0045,135.8686
30代層,石川県,能美市,石川県能美市,1,35.0,135.0
30代層,石川県,七尾市,石川県七尾市,1,35.0,135.0
30代層,愛知県,刈谷市,愛知県刈谷市,1,35.0,135.0
30代層,東京都,狛江市,東京都狛江市,2,35.6895,139.6917
30代層,埼玉県,吉川市,埼玉県吉川市,2,35.8617,139.6455
30代層,広島県,大竹市,広島県大竹市,1,35.0,135.0
30代層,山口県,岩国市,山口県岩国市,1,35.0,135.0
30代層,広島県,廿日市市,広島県廿日市市,2,35.0,135.0
30代層,広島県,広島市佐伯区,広島県広島市佐伯区,1,35.0,135.0
30代層,広島県,安芸郡海田町,広島県安芸郡海田町,1,35.0,135.0
30代層,広島県,安芸郡府中町,広島県安芸郡府中町,1,35.0,135.0
30代層,広島県,安芸郡坂町,広島県安芸郡坂町,1,35.0,135.0
30代層,広島県,尾道市,広島県尾道市,2,35.0,135.0
30代層,神奈川県,厚木市,神奈川県厚木市,1,35.4478,139.6425
30代層,神奈川県,横浜市泉区,神奈川県横浜市泉区,1,35.4478,139.6425
30代層,神奈川県,足柄下郡箱根町,神奈川県足柄下郡箱根町,1,35.4478,139.6425
30代層,神奈川県,秦野市,神奈川県秦野市,2,35.4478,139.6425
30代層,東京都,小平市,東京都小平市,1,35.6895,139.6917
30代層,千葉県,千葉市美浜区,千葉県千葉市美浜区,2,35.6074,140.1233
30代層,京都府,船井郡京丹波町,京都府船井郡京丹波町,6,35.0116,135.7681
30代層,沖縄県,うるま市,沖縄県うるま市,1,35.0,135.0
30代層,沖縄県,那覇市,沖縄県那覇市,1,35.0,135.0
30代層,沖縄県,中頭郡北谷町,沖縄県中頭郡北谷町,1,35.0,135.0
30代層,沖縄県,国頭郡宜野座村,沖縄県国頭郡宜野座村,1,35.0,135.0
