ペルソナ名,都道府県,市区町村,キー,人数,緯度,経度
60代層,神奈川県,横浜市都筑区,神奈川県横浜市都筑区,3,35.4478,139.6425
60代層,神奈川県,川崎市麻生区,神奈川県川崎市麻生区,1,35.4478,139.6425
60代層,神奈川県,茅ヶ崎市,神奈川県茅ヶ崎市,2,35.4478,139.6425
60代層,神奈川県,鎌倉市,神奈川県鎌倉市,2,35.4478,139.6425
60代層,新潟県,新潟市江南区,新潟県新潟市江南区,1,35.0,135.0
60代層,新潟県,新潟市北区,新潟県新潟市北区,1,35.0,135.0
60代層,茨城県,牛久市,茨城県牛久市,2,36.3418,140.4467
60代層,茨城県,常陸太田市,茨城県常陸太田市,1,36.3418,140.4467
60代層,茨城県,日立市,茨城県日立市,2,36.3418,140.4467
60代層,茨城県,那珂市,茨城県那珂市,1,36.3418,140.4467
60代層,茨城県,結城市,茨城県結城市,1,36.3418,140.4467
60代層,茨城県,小美玉市,茨城県小美玉市,1,36.3418,140.4467
60代層,茨城県,取手市,茨城県取手市,2,36.3418,140.4467
60代層,茨城県,常総市,茨城県常総市,1,36.3418,140.4467
60代層,長野県,長野市,長野県長野市,1,35.0,135.0
60代層,長野県,大町市,長野県大町市,1,35.0,135.0
60代層,千葉県,富里市,千葉県富里市,1,35.6074,140.1233
60代層,千葉県,印西市,千葉県印西市,1,35.6074,140.1233
60代層,千葉県,千葉市若葉区,千葉県千葉市若葉区,3,35.6074,140.1233
60代層,千葉県,四街道市,千葉県四街道市,4,35.6074,140.1233
60代層,千葉県,野田市,千葉県野田市,2,35.6074,140.1233
60代層,千葉県,流山市,千葉県流山市,3,35.6074,140.1233
60代層,千葉県,松戸市,千葉県松戸市,3,35.6074,140.1233
60代層,茨城県,神栖市,茨城県神栖市,2,36.3418,140.4467
60代層,茨城県,鹿嶋市,茨城県鹿嶋市,1,36.3418,140.4467
60代層,埼玉県,新座市,埼玉県新座市,3,35.8617,139.6455
60代層,神奈川県,川崎市川崎区,神奈川県川崎市川崎区,3,35.4478,139.6425
60代層,千葉県,千葉市稲毛区,千葉県千葉市稲毛区,2,35.6074,140.1233
60代層,富山県,富山市,富山県富山市,1,35.0,135.0
60代層,群馬県,太田市,群馬県太田市,3,36.3907,139.0604
60代層,新潟県,南魚沼市,新潟県南魚沼市,1,35.0,135.0
60代層,栃木県,那須烏山市,栃木県那須烏山市,1,36.5657,139.8836
60代層,岐阜県,岐阜市,岐阜県岐阜市,5,35.0,135.0
60代層,神奈川県,川崎市中原区,神奈川県川崎市中原区,2,35.4478,139.6425
60代層,静岡県,焼津市,静岡県焼津市,1,35.0,135.0
60代層,静岡県,裾野市,静岡県裾野市,1,35.0,135.0
60代層,静岡県,静岡市駿河区,静岡県静岡市駿河区,3,35.0,135.0
60代層,静岡県,静岡市葵区,静岡県静岡市葵区,3,35.0,135.0
60代層,埼玉県,熊谷市,埼玉県熊谷市,3,35.8617,139.6455
60代層,静岡県,袋井市,静岡県袋井市,1,35.0,135.0
60代層,東京都,八王子市,東京都八王子市,2,35.6895,139.6917
60代層,栃木県,宇都宮市,栃木県宇都宮市,2,36.5657,139.8836
60代層,埼玉県,川口市,埼玉県川口市,2,35.8617,139.6455
60代層,埼玉県,大里郡寄居町,埼玉県大里郡寄居町,1,35.8617,139.6455
60代層,埼玉県,川越市,埼玉県川越市,4,35.8617,139.6455
60代層,埼玉県,草加市,埼玉県草加市,3,35.8617,139.6455
60代層,東京都,江戸川区,東京都江戸川区,5,35.6895,139.6917
60代層,埼玉県,狭山市,埼玉県狭山市,4,35.8617,139.6455
60代層,埼玉県,鶴ヶ島市,埼玉県鶴ヶ島市,1,35.8617,139.6455
60代層,埼玉県,深谷市,埼玉県深谷市,2,35.8617,139.6455
60代層,群馬県,前橋市,群馬県前橋市,1,36.3907,139.0604
60代層,千葉県,銚子市,千葉県銚子市,1,35.6074,140.1233
60代層,群馬県,北群馬郡榛東村,群馬県北群馬郡榛東村,1,36.3907,139.0604
60代層,埼玉県,さいたま市南区,埼玉県さいたま市南区,3,35.8617,139.6455
60代層,東京都,葛飾区,東京都葛飾区,4,35.6895,139.6917
60代層,東京都,渋谷区,東京都渋谷区,3,35.6895,139.6917
60代層,新潟県,佐渡市,新潟県佐渡市,1,35.0,135.0
60代層,新潟県,三条市,新潟県三条市,1,35.0,135.0
60代層,群馬県,沼田市,群馬県沼田市,1,36.3907,139.0604
60代層,茨城県,北相馬郡利根町,茨城県北相馬郡利根町,1,36.3418,140.4467
60代層,茨城県,ひたちなか市,茨城県ひたちなか市,2,36.3418,140.4467
60代層,埼玉県,児玉郡神川町,埼玉県児玉郡神川町,2,35.8617,139.6455
60代層,群馬県,北群馬郡吉岡町,群馬県北群馬郡吉岡町,1,36.3907,139.0604
60代層,千葉県,千葉市花見川区,千葉県千葉市花見川区,1,35.6074,140.1233
60代層,東京都,港区,東京都港区,4,35.6895,139.6917
60代層,東京都,世田谷区,東京都世田谷区,2,35.6895,139.6917
60代層,東京都,文京区,東京都文京区,6,35.6895,139.6917
60代層,静岡県,磐田市,静岡県磐田市,2,35.0,135.0
60代層,埼玉県,八潮市,埼玉県八潮市,1,35.8617,139.6455
60代層,東京都,中野区,東京都中野区,3,35.6895,139.6917
60代層,東京都,あきる野市,東京都あきる野市,2,35.6895,139.6917
60代層,千葉県,柏市,千葉県柏市,4,35.6074,140.1233
60代層,千葉県,山武郡九十九里町,千葉県山武郡九十九里町,1,35.6074,140.1233
60代層,神奈川県,横浜市戸塚区,神奈川県横浜市戸塚区,4,35.4478,139.6425
60代層,東京都,墨田区,東京都墨田区,2,35.6895,139.6917
60代層,東京都,千代田区,東京都千代田区,3,35.6895,139.6917
60代層,静岡県,浜松市中区,静岡県浜松市中区,2,35.0,135.0
60代層,群馬県,邑楽郡大泉町,群馬県邑楽郡大泉町,1,36.3907,139.0604
60代層,神奈川県,藤沢市,神奈川県藤沢市,3,35.4478,139.6425
60代層,東京都,板橋区,東京都板橋区,3,35.6895,139.6917
60代層,神奈川県,川崎市多摩区,神奈川県川崎市多摩区,3,35.4478,139.6425
60代層,東京都,新宿区,東京都新宿区,4,35.6895,139.6917
60代層,東京都,西東京市,東京都西東京市,2,35.6895,139.6917
60代層,東京都,小平市,東京都小平市,5,35.6895,139.6917
60代層,東京都,狛江市,東京都狛江市,1,35.6895,139.6917
60代層,千葉県,浦安市,千葉県浦安市,1,35.6074,140.1233
60代層,千葉県,鎌ケ谷市,千葉県鎌ケ谷市,2,35.6074,140.1233
60代層,千葉県,千葉市中央区,千葉県千葉市中央区,3,35.6074,140.1233
60代層,神奈川県,横浜市南区,神奈川県横浜市南区,4,35.4478,139.6425
60代層,東京都,調布市,東京都調布市,2,35.6895,139.6917
60代層,東京都,江東区,東京都江東区,2,35.6895,139.6917
60代層,東京都,品川区,東京都品川区,2,35.6895,139.6917
60代層,千葉県,八千代市,千葉県八千代市,2,35.6074,140.1233
60代層,群馬県,富岡市,群馬県富岡市,1,36.3907,139.0604
60代層,群馬県,佐波郡玉村町,群馬県佐波郡玉村町,1,36.3907,139.0604
60代層,長野県,松本市,長野県松本市,2,35.0,135.0
60代層,新潟県,新潟市中央区,新潟県新潟市中央区,1,35.0,135.0
60代層,群馬県,渋川市,群馬県渋川市,1,36.3907,139.0604
60代層,埼玉県,朝霞市,埼玉県朝霞市,2,35.8617,139.6455
60代層,埼玉県,上尾市,埼玉県上尾市,3,35.8617,139.6455
60代層,埼玉県,吉川市,埼玉県吉川市,3,35.8617,139.6455
60代層,静岡県,伊東市,静岡県伊東市,1,35.0,135.0
60代層,沖縄県,沖縄市,沖縄県沖縄市,1,35.0,135.0
60代層,埼玉県,和光市,埼玉県和光市,1,35.8617,139.6455
60代層,栃木県,佐野市,栃木県佐野市,2,36.5657,139.8836
60代層,東京都,青梅市,東京都青梅市,1,35.6895,139.6917
60代層,群馬県,安中市,群馬県安中市,1,36.3907,139.0604
60代層,岡山県,岡山市北区,岡山県岡山市北区,1,35.0,135.0
60代層,岡山県,備前市,岡山県備前市,1,35.0,135.0
60代層,岡山県,瀬戸内市,岡山県瀬戸内市,2,35.0,135.0
60代層,埼玉県,志木市,埼玉県志木市,1,35.8617,139.6455
60代層,埼玉県,東松山市,埼玉県東松山市,1,35.8617,139.6455
60代層,新潟県,村上市,新潟県村上市,1,35.0,135.0
60代層,新潟県,妙高市,新潟県妙高市,1,35.0,135.0
60代層,神奈川県,横浜市旭区,神奈川県横浜市旭区,1,35.4478,139.6425
60代層,東京都,台東区,東京都台東区,4,35.6895,139.6917
60代層,埼玉県,秩父郡長瀞町,埼玉県秩父郡長瀞町,1,35.8617,139.6455
60代層,茨城県,土浦市,茨城県土浦市,2,36.3418,140.4467
60代層,福島県,いわき市,福島県いわき市,1,35.0,135.0
60代層,静岡県,富士市,静岡県富士市,3,35.0,135.0
60代層,群馬県,伊勢崎市,群馬県伊勢崎市,1,36.3907,139.0604
60代層,栃木県,真岡市,栃木県真岡市,2,36.5657,139.8836
60代層,埼玉県,北本市,埼玉県北本市,2,35.8617,139.6455
60代層,栃木県,鹿沼市,栃木県鹿沼市,2,36.5657,139.8836
60代層,埼玉県,白岡市,埼玉県白岡市,1,35.8617,139.6455
60代層,東京都,北区,東京都北区,4,35.6895,139.6917
60代層,東京都,町田市,東京都町田市,3,35.6895,139.6917
60代層,栃木県,矢板市,栃木県矢板市,1,36.5657,139.8836
60代層,埼玉県,児玉郡上里町,埼玉県児玉郡上里町,1,35.8617,139.6455
60代層,群馬県,桐生市,群馬県桐生市,2,36.3907,139.0604
60代層,茨城県,那珂郡東海村,茨城県那珂郡東海村,1,36.3418,140.4467
60代層,埼玉県,蓮田市,埼玉県蓮田市,2,35.8617,139.6455
60代層,静岡県,田方郡函南町,静岡県田方郡函南町,1,35.0,135.0
60代層,静岡県,伊豆の国市,静岡県伊豆の国市,1,35.0,135.0
60代層,東京都,羽村市,東京都羽村市,1,35.6895,139.6917
60代層,群馬県,藤岡市,群馬県藤岡市,1,36.3907,139.0604
60代層,埼玉県,さいたま市大宮区,埼玉県さいたま市大宮区,5,35.8617,139.6455
60代層,埼玉県,本庄市,埼玉県本庄市,1,35.8617,139.6455
60代層,埼玉県,鴻巣市,埼玉県鴻巣市,1,35.8617,139.6455
60代層,長野県,千曲市,長野県千曲市,1,35.0,135.0
60代層,大阪府,摂津市,大阪府摂津市,3,34.6937,135.5023
60代層,大阪府,寝屋川市,大阪府寝屋川市,16,34.6937,135.5023
60代層,福岡県,糟屋郡須惠町,福岡県糟屋郡須惠町,1,35.0,135.0
60代層,福岡県,福岡市東区,福岡県福岡市東区,2,35.0,135.0
60代層,福岡県,福岡市博多区,福岡県福岡市博多区,1,35.0,135.0
60代層,福岡県,福岡市南区,福岡県福岡市南区,2,35.0,135.0
60代層,福岡県,築上郡築上町,福岡県築上郡築上町,1,35.0,135.0
60代層,福岡県,那珂川市,福岡県那珂川市,1,35.0,135.0
60代層,滋賀県,草津市,滋賀県草津市,20,35.0045,135.8686
60代層,京都府,向日市,京都府向日市,64,35.0116,135.7681
60代層,滋賀県,栗東市,滋賀県栗東市,9,35.0045,135.8686
60代層,大阪府,,大阪府,13,34.6937,135.5023
60代層,兵庫県,,兵庫県,7,34.6913,135.183
60代層,兵庫県,芦屋市,兵庫県芦屋市,4,34.6913,135.183
60代層,大阪府,豊中市,大阪府豊中市,8,34.6937,135.5023
60代層,大阪府,大阪市旭区,大阪府大阪市旭区,7,34.6937,135.5023
60代層,兵庫県,神戸市北区,兵庫県神戸市北区,3,34.6913,135.183
60代層,兵庫県,神戸市中央区,兵庫県神戸市中央区,5,34.6913,135.183
60代層,大阪府,守口市,大阪府守口市,14,34.6937,135.5023
60代層,大阪府,箕面市,大阪府箕面市,12,34.6937,135.5023
60代層,大阪府,吹田市,大阪府吹田市,15,34.6937,135.5023
60代層,大阪府,堺市中区,大阪府堺市中区,4,34.6937,135.5023
60代層,大阪府,堺市西区,大阪府堺市西区,2,34.6937,135.5023
60代層,大阪府,大阪市大正区,大阪府大阪市大正区,7,34.6937,135.5023
60代層,大阪府,大阪市福島区,大阪府大阪市福島区,6,34.6937,135.5023
60代層,兵庫県,西宮市,兵庫県西宮市,9,34.6913,135.183
60代層,大阪府,大阪市西区,大阪府大阪市西区,7,34.6937,135.5023
60代層,大阪府,高石市,大阪府高石市,1,34.6937,135.5023
60代層,大阪府,堺市北区,大阪府堺市北区,5,34.6937,135.5023
60代層,大阪府,岸和田市,大阪府岸和田市,5,34.6937,135.5023
60代層,大阪府,大阪市都島区,大阪府大阪市都島区,6,34.6937,135.5023
60代層,大阪府,和泉市,大阪府和泉市,3,34.6937,135.5023
60代層,大阪府,門真市,大阪府門真市,11,34.6937,135.5023
60代層,大阪府,四條畷市,大阪府四條畷市,7,34.6937,135.5023
60代層,大分県,大分市,大分県大分市,1,35.0,135.0
60代層,大分県,速見郡日出町,大分県速見郡日出町,1,35.0,135.0
60代層,大分県,別府市,大分県別府市,1,35.0,135.0
60代層,埼玉県,秩父市,埼玉県秩父市,1,35.8617,139.6455
60代層,埼玉県,坂戸市,埼玉県坂戸市,1,35.8617,139.6455
60代層,埼玉県,戸田市,埼玉県戸田市,1,35.8617,139.6455
60代層,埼玉県,さいたま市浦和区,埼玉県さいたま市浦和区,2,35.8617,139.6455
60代層,埼玉県,さいたま市中央区,埼玉県さいたま市中央区,2,35.8617,139.6455
60代層,東京都,荒川区,東京都荒川区,1,35.6895,139.6917
60代層,神奈川県,横浜市中区,神奈川県横浜市中区,2,35.4478,139.6425
60代層,埼玉県,久喜市,埼玉県久喜市,2,35.8617,139.6455
60代層,埼玉県,入間市,埼玉県入間市,2,35.8617,139.6455
60代層,千葉県,習志野市,千葉県習志野市,3,35.6074,140.1233
60代層,埼玉県,行田市,埼玉県行田市,1,35.8617,139.6455
60代層,埼玉県,三郷市,埼玉県三郷市,1,35.8617,139.6455
60代層,千葉県,我孫子市,千葉県我孫子市,1,35.6074,140.1233
60代層,埼玉県,ふじみ野市,埼玉県ふじみ野市,1,35.8617,139.6455
60代層,神奈川県,平塚市,神奈川県平塚市,1,35.4478,139.6425
60代層,栃木県,小山市,栃木県小山市,1,36.5657,139.8836
60代層,神奈川県,座間市,神奈川県座間市,1,35.4478,139.6425
60代層,神奈川県,横浜市神奈川区,神奈川県横浜市神奈川区,2,35.4478,139.6425
60代層,神奈川県,厚木市,神奈川県厚木市,1,35.4478,139.6425
60代層,千葉県,成田市,千葉県成田市,3,35.6074,140.1233
60代層,東京都,多摩市,東京都多摩市,2,35.6895,139.6917
60代層,千葉県,茂原市,千葉県茂原市,1,35.6074,140.1233
60代層,神奈川県,相模原市緑区,神奈川県相模原市緑区,1,35.4478,139.6425
60代層,千葉県,香取市,千葉県香取市,1,35.6074,140.1233
60代層,千葉県,千葉市美浜区,千葉県千葉市美浜区,1,35.6074,140.1233
60代層,埼玉県,桶川市,埼玉県桶川市,1,35.8617,139.6455
60代層,東京都,東村山市,東京都東村山市,3,35.6895,139.6917
60代層,東京都,中央区,東京都中央区,2,35.6895,139.6917
60代層,神奈川県,秦野市,神奈川県秦野市,1,35.4478,139.6425
60代層,栃木県,日光市,栃木県日光市,1,36.5657,139.8836
60代層,神奈川県,横浜市港北区,神奈川県横浜市港北区,2,35.4478,139.6425
60代層,埼玉県,蕨市,埼玉県蕨市,1,35.8617,139.6455
60代層,東京都,目黒区,東京都目黒区,2,35.6895,139.6917
60代層,埼玉県,さいたま市西区,埼玉県さいたま市西区,2,35.8617,139.6455
60代層,埼玉県,比企郡小川町,埼玉県比企郡小川町,1,35.8617,139.6455
60代層,茨城県,潮来市,茨城県潮来市,1,36.3418,140.4467
60代層,茨城県,笠間市,茨城県笠間市,1,36.3418,140.4467
60代層,栃木県,大田原市,栃木県大田原市,1,36.5657,139.8836
60代層,茨城県,桜川市,茨城県桜川市,2,36.3418,140.4467
60代層,愛知県,名古屋市中区,愛知県名古屋市中区,2,35.0,135.0
60代層,愛知県,名古屋市中川区,愛知県名古屋市中川区,2,35.0,135.0
60代層,岐阜県,美濃加茂市,岐阜県美濃加茂市,2,35.0,135.0
60代層,神奈川県,横浜市西区,神奈川県横浜市西区,1,35.4478,139.6425
60代層,愛知県,名古屋市瑞穂区,愛知県名古屋市瑞穂区,4,35.0,135.0
60代層,愛知県,名古屋市天白区,愛知県名古屋市天白区,3,35.0,135.0
60代層,愛知県,名古屋市千種区,愛知県名古屋市千種区,3,35.0,135.0
60代層,愛知県,名古屋市北区,愛知県名古屋市北区,2,35.0,135.0
60代層,愛知県,西春日井郡豊山町,愛知県西春日井郡豊山町,2,35.0,135.0
60代層,愛知県,あま市,愛知県あま市,2,35.0,135.0
60代層,愛知県,名古屋市西区,愛知県名古屋市西区,2,35.0,135.0
60代層,東京都,三鷹市,東京都三鷹市,2,35.6895,139.6917
60代層,愛知県,名古屋市名東区,愛知県名古屋市名東区,3,35.0,135.0
60代層,愛知県,名古屋市中村区,愛知県名古屋市中村区,4,35.0,135.0
60代層,京都府,船井郡京丹波町,京都府船井郡京丹波町,5,35.0116,135.7681
60代層,京都府,南丹市,京都府南丹市,31,35.0116,135.7681
60代層,京都府,亀岡市,京都府亀岡市,57,35.0116,135.7681
60代層,滋賀県,近江八幡市,滋賀県近江八幡市,3,35.0045,135.8686
60代層,滋賀県,蒲生郡日野町,滋賀県蒲生郡日野町,2,35.0045,135.8686
60代層,福井県,大飯郡高浜町,福井県大飯郡高浜町,1,35.0,135.0
60代層,福井県,小浜市,福井県小浜市,1,35.0,135.0
60代層,京都府,舞鶴市,京都府舞鶴市,14,35.0116,135.7681
60代層,愛知県,名古屋市南区,愛知県名古屋市南区,1,35.0,135.0
60代層,愛知県,名古屋市緑区,愛知県名古屋市緑区,2,35.0,135.0
60代層,愛知県,東海市,愛知県東海市,1,35.0,135.0
60代層,愛知県,名古屋市港区,愛知県名古屋市港区,1,35.0,135.0
60代層,愛知県,刈谷市,愛知県刈谷市,1,35.0,135.0
60代層,愛知県,名古屋市守山区,愛知県名古屋市守山区,2,35.0,135.0
60代層,愛知県,長久手市,愛知県長久手市,1,35.0,135.0
60代層,愛知県,小牧市,愛知県小牧市,2,35.0,135.0
60代層,愛知県,知多郡阿久比町,愛知県知多郡阿久比町,1,35.0,135.0
60代層,愛知県,名古屋市熱田区,愛知県名古屋市熱田区,2,35.0,135.0
60代層,愛知県,稲沢市,愛知県稲沢市,1,35.0,135.0
60代層,愛知県,春日井市,愛知県春日井市,2,35.0,135.0
60代層,愛知県,北名古屋市,愛知県北名古屋市,2,35.0,135.0
60代層,岐阜県,可児市,岐阜県可児市,1,35.0,135.0
60代層,愛知県,日進市,愛知県日進市,1,35.0,135.0
60代層,岐阜県,多治見市,岐阜県多治見市,1,35.0,135.0
60代層,愛知県,名古屋市東区,愛知県名古屋市東区,1,35.0,135.0
60代層,愛知県,半田市,愛知県半田市,1,35.0,135.0
60代層,愛知県,犬山市,愛知県犬山市,2,35.0,135.0
60代層,愛知県,常滑市,愛知県常滑市,1,35.0,135.0
60代層,岐阜県,各務原市,岐阜県各務原市,4,35.0,135.0
60代層,岐阜県,土岐市,岐阜県土岐市,1,35.0,135.0
60代層,岐阜県,瑞穂市,岐阜県瑞穂市,1,35.0,135.0
60代層,愛知県,西尾市,愛知県西尾市,1,35.0,135.0
60代層,岐阜県,大垣市,岐阜県大垣市,2,35.0,135.0
60代層,岐阜県,中津川市,岐阜県中津川市,1,35.0,135.0
60代層,愛知県,尾張旭市,愛知県尾張旭市,1,35.0,135.0
60代層,愛知県,愛西市,愛知県愛西市,2,35.0,135.0
60代層,愛知県,豊田市,愛知県豊田市,2,35.0,135.0
60代層,愛知県,豊川市,愛知県豊川市,1,35.0,135.0
60代層,岐阜県,羽島郡岐南町,岐阜県羽島郡岐南町,3,35.0,135.0
60代層,岐阜県,恵那市,岐阜県恵那市,1,35.0,135.0
60代層,愛知県,大府市,愛知県大府市,2,35.0,135.0
60代層,愛知県,額田郡幸田町,愛知県額田郡幸田町,1,35.0,135.0
60代層,滋賀県,長浜市,滋賀県長浜市,2,35.0045,135.8686
60代層,愛知県,知多郡東浦町,愛知県知多郡東浦町,2,35.0,135.0
60代層,愛知県,瀬戸市,愛知県瀬戸市,2,35.0,135.0
60代層,愛知県,名古屋市昭和区,愛知県名古屋市昭和区,1,35.0,135.0
60代層,静岡県,湖西市,静岡県湖西市,1,35.0,135.0
60代層,静岡県,浜松市西区,静岡県浜松市西区,1,35.0,135.0
60代層,三重県,鈴鹿市,三重県鈴鹿市,2,35.0,135.0
60代層,静岡県,浜松市浜名区,静岡県浜松市浜名区,1,35.0,135.0
60代層,岐阜県,海津市,岐阜県海津市,1,35.0,135.0
60代層,滋賀県,甲賀市,滋賀県甲賀市,6,35.0045,135.8686
60代層,愛知県,豊明市,愛知県豊明市,1,35.0,135.0
60代層,愛知県,高浜市,愛知県高浜市,1,35.0,135.0
60代層,三重県,四日市市,三重県四日市市,1,35.0,135.0
60代層,愛知県,岡崎市,愛知県岡崎市,1,35.0,135.0
60代層,愛知県,豊橋市,愛知県豊橋市,1,35.0,135.0
60代層,静岡県,浜松市中央区,静岡県浜松市中央区,1,35.0,135.0
60代層,静岡県,浜松市北区,静岡県浜松市北区,1,35.0,135.0
60代層,岐阜県,安八郡神戸町,岐阜県安八郡神戸町,1,35.0,135.0
60代層,滋賀県,湖南市,滋賀県湖南市,5,35.0045,135.8686
60代層,愛知県,清須市,愛知県清須市,1,35.0,135.0
60代層,三重県,名張市,三重県名張市,2,35.0,135.0
60代層,愛知県,みよし市,愛知県みよし市,1,35.0,135.0
60代層,愛知県,海部郡大治町,愛知県海部郡大治町,2,35.0,135.0
60代層,岐阜県,羽島市,岐阜県羽島市,1,35.0,135.0
60代層,滋賀県,彦根市,滋賀県彦根市,4,35.0045,135.8686
60代層,愛知県,安城市,愛知県安城市,1,35.0,135.0
60代層,愛知県,弥富市,愛知県弥富市,1,35.0,135.0
60代層,三重県,桑名市,三重県桑名市,1,35.0,135.0
60代層,愛知県,知多市,愛知県知多市,1,35.0,135.0
60代層,愛知県,江南市,愛知県江南市,2,35.0,135.0
60代層,岐阜県,可児郡御嵩町,岐阜県可児郡御嵩町,1,35.0,135.0
60代層,愛知県,丹羽郡扶桑町,愛知県丹羽郡扶桑町,2,35.0,135.0
60代層,愛知県,海部郡蟹江町,愛知県海部郡蟹江町,1,35.0,135.0
60代層,岐阜県,加茂郡白川町,岐阜県加茂郡白川町,1,35.0,135.0
60代層,滋賀県,野洲市,滋賀県野洲市,3,35.0045,135.8686
60代層,滋賀県,高島市,滋賀県高島市,2,35.0045,135.8686
60代層,滋賀県,守山市,滋賀県守山市,8,35.0045,135.8686
60代層,静岡県,浜松市東区,静岡県浜松市東区,1,35.0,135.0
60代層,岐阜県,本巣市,岐阜県本巣市,1,35.0,135.0
60代層,岐阜県,加茂郡坂祝町,岐阜県加茂郡坂祝町,1,35.0,135.0
60代層,三重県,津市,三重県津市,2,35.0,135.0
60代層,岐阜県,加茂郡八百津町,岐阜県加茂郡八百津町,1,35.0,135.0
60代層,大阪府,三島郡島本町,大阪府三島郡島本町,12,34.6937,135.5023
60代層,香川県,高松市,香川県高松市,1,35.0,135.0
60代層,大阪府,池田市,大阪府池田市,7,34.6937,135.5023
60代層,神奈川県,,神奈川県,2,35.4478,139.6425
60代層,山梨県,,山梨県,1,35.0,135.0
60代層,埼玉県,,埼玉県,2,35.8617,139.6455
60代層,東京都,,東京都,3,35.6895,139.6917
60代層,千葉県,,千葉県,2,35.6074,140.1233
60代層,栃木県,,栃木県,2,36.5657,139.8836
60代層,長野県,,長野県,1,35.0,135.0
60代層,茨城県,,茨城県,2,36.3418,140.4467
60代層,群馬県,,群馬県,1,36.3907,139.0604
60代層,新潟県,,新潟県,1,35.0,135.0
60代層,静岡県,,静岡県,1,35.0,135.0
60代層,愛知県,,愛知県,1,35.0,135.0
60代層,岐阜県,,岐阜県,1,35.0,135.0
60代層,宮城県,,宮城県,1,35.0,135.0
60代層,岩手県,,岩手県,1,35.0,135.0
60代層,秋田県,,秋田県,1,35.0,135.0
60代層,福島県,,福島県,1,35.0,135.0
60代層,青森県,,青森県,1,35.0,135.0
60代層,山梨県,都留市,山梨県都留市,1,35.0,135.0
60代層,青森県,黒石市,青森県黒石市,1,35.0,135.0
60代層,青森県,青森市,青森県青森市,1,35.0,135.0
60代層,和歌山県,和歌山市,和歌山県和歌山市,2,35.0,135.0
60代層,東京都,武蔵野市,東京都武蔵野市,1,35.6895,139.6917
60代層,埼玉県,富士見市,埼玉県富士見市,1,35.8617,139.6455
60代層,神奈川県,横浜市港南区,神奈川県横浜市港南区,1,35.4478,139.6425
60代層,神奈川県,横浜市金沢区,神奈川県横浜市金沢区,1,35.4478,139.6425
60代層,栃木県,栃木市,栃木県栃木市,1,36.5657,139.8836
60代層,東京都,豊島区,東京都豊島区,2,35.6895,139.6917
60代層,山梨県,甲府市,山梨県甲府市,1,35.0,135.0
60代層,静岡県,静岡市清水区,静岡県静岡市清水区,1,35.0,135.0
60代層,兵庫県,川西市,兵庫県川西市,9,34.6913,135.183
60代層,兵庫県,西脇市,兵庫県西脇市,2,34.6913,135.183
60代層,茨城県,稲敷郡美浦村,茨城県稲敷郡美浦村,1,36.3418,140.4467
60代層,兵庫県,神戸市長田区,兵庫県神戸市長田区,1,34.6913,135.183
60代層,茨城県,龍ケ崎市,茨城県龍ケ崎市,1,36.3418,140.4467
60代層,山口県,山口市,山口県山口市,1,35.0,135.0
60代層,山形県,山形市,山形県山形市,1,35.0,135.0
60代層,茨城県,常陸大宮市,茨城県常陸大宮市,1,36.3418,140.4467
60代層,宮城県,仙台市青葉区,宮城県仙台市青葉区,1,35.0,135.0
60代層,青森県,八戸市,青森県八戸市,1,35.0,135.0
60代層,岩手県,久慈市,岩手県久慈市,1,35.0,135.0
60代層,奈良県,,奈良県,8,34.6851,135.805
60代層,京都府,綴喜郡井手町,京都府綴喜郡井手町,11,35.0116,135.7681
60代層,沖縄県,南城市,沖縄県南城市,1,35.0,135.0
60代層,沖縄県,,沖縄県,1,35.0,135.0
60代層,兵庫県,姫路市,兵庫県姫路市,2,34.6913,135.183
60代層,兵庫県,川辺郡猪名川町,兵庫県川辺郡猪名川町,2,34.6913,135.183
60代層,北海道,釧路市,北海道釧路市,1,35.0,135.0
60代層,兵庫県,神戸市東灘区,兵庫県神戸市東灘区,1,34.6913,135.183
60代層,和歌山県,橋本市,和歌山県橋本市,2,35.0,135.0
60代層,兵庫県,丹波篠山市,兵庫県丹波篠山市,2,34.6913,135.183
60代層,兵庫県,多可郡多可町,兵庫県多可郡多可町,1,34.6913,135.183
60代層,兵庫県,丹波市,兵庫県丹波市,2,34.6913,135.183
60代層,京都府,綾部市,京都府綾部市,7,35.0116,135.7681
60代層,滋賀県,東近江市,滋賀県東近江市,1,35.0045,135.8686
60代層,滋賀県,蒲生郡竜王町,滋賀県蒲生郡竜王町,2,35.0045,135.8686
60代層,滋賀県,愛知郡愛荘町,滋賀県愛知郡愛荘町,1,35.0045,135.8686
60代層,滋賀県,米原市,滋賀県米原市,2,35.0045,135.8686
60代層,宮城県,仙台市宮城野区,宮城県仙台市宮城野区,1,35.0,135.0
60代層,福岡県,糟屋郡宇美町,福岡県糟屋郡宇美町,1,35.0,135.0
60代層,京都府,京丹後市,京都府京丹後市,12,35.0116,135.7681
60代層,京都府,乙訓郡大山崎町,京都府乙訓郡大山崎町,17,35.0116,135.7681
60代層,大阪府,松原市,大阪府松原市,7,34.6937,135.5023
60代層,大阪府,豊能郡能勢町,大阪府豊能郡能勢町,3,34.6937,135.5023
60代層,大阪府,豊能郡豊能町,大阪府豊能郡豊能町,2,34.6937,135.5023
60代層,兵庫県,豊岡市,兵庫県豊岡市,2,34.6913,135.183
