prefecture,municipality,location_key,applicant_count,avg_age,male_count,female_count,avg_qualifications,latitude,longitude
千葉県,千葉市若葉区,千葉県千葉市若葉区,8,52.5,6,2,4.125,35.61,140.11
埼玉県,久喜市,埼玉県久喜市,8,45.375,4,4,3.75,35.86,139.65
神奈川県,川崎市高津区,神奈川県川崎市高津区,8,55.375,6,2,3.375,35.45,139.64
千葉県,浦安市,千葉県浦安市,8,46.25,4,4,3.0,35.61,140.11
神奈川県,横浜市港南区,神奈川県横浜市港南区,8,41.5,4,4,2.75,35.45,139.64
広島県,福山市,広島県福山市,8,46.25,3,5,5.5,34.4,132.46
東京都,小平市,東京都小平市,8,53.875,4,4,2.25,35.69,139.69
滋賀県,蒲生郡日野町,滋賀県蒲生郡日野町,8,47.625,4,4,2.75,35.0,135.87
奈良県,北葛城郡上牧町,奈良県北葛城郡上牧町,8,51.125,1,7,3.0,34.69,135.83
神奈川県,横浜市金沢区,神奈川県横浜市金沢区,8,40.625,4,4,3.0,35.45,139.64
三重県,四日市市,三重県四日市市,8,42.0,2,6,2.375,34.73,136.51
愛知県,名古屋市東区,愛知県名古屋市東区,8,41.25,4,4,2.5,35.18,136.91
千葉県,千葉市花見川区,千葉県千葉市花見川区,8,47.125,5,3,1.75,35.61,140.11
茨城県,つくば市,茨城県つくば市,8,55.0,6,2,4.25,36.34,140.45
愛媛県,松山市,愛媛県松山市,8,42.125,1,7,2.375,33.84,132.77
神奈川県,川崎市麻生区,神奈川県川崎市麻生区,8,39.875,4,4,2.75,35.45,139.64
静岡県,静岡市駿河区,静岡県静岡市駿河区,7,50.42857142857143,2,5,3.857142857142857,34.98,138.38
千葉県,成田市,千葉県成田市,7,51.0,5,2,4.142857142857143,35.61,140.11
静岡県,,静岡県,7,42.57142857142857,4,3,2.4285714285714284,34.98,138.38
埼玉県,入間市,埼玉県入間市,7,48.142857142857146,4,3,3.2857142857142856,35.86,139.65
群馬県,前橋市,群馬県前橋市,7,41.0,4,3,2.7142857142857144,36.39,139.06
愛知県,名古屋市熱田区,愛知県名古屋市熱田区,7,50.57142857142857,2,5,3.2857142857142856,35.18,136.91
宮城県,,宮城県,7,45.42857142857143,6,1,4.714285714285714,38.27,140.87
愛知県,名古屋市昭和区,愛知県名古屋市昭和区,7,48.0,3,4,2.7142857142857144,35.18,136.91
愛知県,春日井市,愛知県春日井市,7,40.714285714285715,3,4,2.142857142857143,35.18,136.91
愛知県,名古屋市北区,愛知県名古屋市北区,7,48.714285714285715,2,5,4.571428571428571,35.18,136.91
長野県,長野市,長野県長野市,7,48.57142857142857,3,4,2.857142857142857,36.65,138.18
福井県,小浜市,福井県小浜市,7,54.42857142857143,1,6,1.7142857142857142,36.07,136.22
広島県,,広島県,7,43.0,6,1,5.142857142857143,34.4,132.46
埼玉県,鴻巣市,埼玉県鴻巣市,7,41.0,5,2,3.7142857142857144,35.86,139.65
神奈川県,横浜市磯子区,神奈川県横浜市磯子区,7,47.285714285714285,5,2,3.0,35.45,139.64
福岡県,福岡市西区,福岡県福岡市西区,7,50.0,4,3,2.7142857142857144,33.61,130.42
東京都,東久留米市,東京都東久留米市,7,40.142857142857146,3,4,2.2857142857142856,35.69,139.69
石川県,金沢市,石川県金沢市,7,46.285714285714285,3,4,3.857142857142857,36.59,136.63
鹿児島県,鹿児島市,鹿児島県鹿児島市,7,46.142857142857146,2,5,3.4285714285714284,31.56,130.56
埼玉県,吉川市,埼玉県吉川市,7,46.142857142857146,6,1,4.142857142857143,35.86,139.65
東京都,日野市,東京都日野市,7,33.142857142857146,5,2,3.142857142857143,35.69,139.69
和歌山県,,和歌山県,7,46.57142857142857,5,2,3.0,34.23,135.17
埼玉県,上尾市,埼玉県上尾市,7,53.0,4,3,4.857142857142857,35.86,139.65
愛知県,瀬戸市,愛知県瀬戸市,7,42.57142857142857,3,4,3.2857142857142856,35.18,136.91
神奈川県,横浜市瀬谷区,神奈川県横浜市瀬谷区,7,45.857142857142854,3,4,2.7142857142857144,35.45,139.64
千葉県,千葉市美浜区,千葉県千葉市美浜区,7,44.57142857142857,4,3,3.142857142857143,35.61,140.11
東京都,国分寺市,東京都国分寺市,7,36.714285714285715,4,3,3.0,35.69,139.69
千葉県,八千代市,千葉県八千代市,7,51.714285714285715,3,4,3.7142857142857144,35.61,140.11
東京都,武蔵野市,東京都武蔵野市,7,42.285714285714285,4,3,4.285714285714286,35.69,139.69
神奈川県,小田原市,神奈川県小田原市,7,53.42857142857143,4,3,2.142857142857143,35.45,139.64
香川県,高松市,香川県高松市,7,40.0,6,1,5.285714285714286,34.34,134.04
埼玉県,さいたま市桜区,埼玉県さいたま市桜区,7,49.142857142857146,6,1,5.142857142857143,35.86,139.65
群馬県,太田市,群馬県太田市,7,57.42857142857143,6,1,4.428571428571429,36.39,139.06
広島県,広島市東区,広島県広島市東区,6,36.166666666666664,4,2,2.0,34.4,132.46
広島県,広島市安佐南区,広島県広島市安佐南区,6,35.5,3,3,2.3333333333333335,34.4,132.46
茨城県,,茨城県,6,50.333333333333336,4,2,3.3333333333333335,36.34,140.45
岡山県,,岡山県,6,41.5,6,0,5.666666666666667,34.66,133.92
愛知県,あま市,愛知県あま市,6,45.666666666666664,3,3,4.166666666666667,35.18,136.91
広島県,広島市南区,広島県広島市南区,6,37.333333333333336,4,2,2.1666666666666665,34.4,132.46
広島県,広島市佐伯区,広島県広島市佐伯区,6,35.5,4,2,2.3333333333333335,34.4,132.46
愛知県,小牧市,愛知県小牧市,6,44.333333333333336,3,3,2.5,35.18,136.91
大阪府,泉南市,大阪府泉南市,6,48.166666666666664,3,3,4.0,34.69,135.5
三重県,鈴鹿市,三重県鈴鹿市,6,42.833333333333336,2,4,2.1666666666666665,34.73,136.51
愛知県,豊田市,愛知県豊田市,6,47.666666666666664,1,5,2.3333333333333335,35.18,136.91
岐阜県,,岐阜県,6,47.0,5,1,2.6666666666666665,35.39,136.72
大阪府,豊能郡能勢町,大阪府豊能郡能勢町,6,56.166666666666664,3,3,1.8333333333333333,34.69,135.5
栃木県,宇都宮市,栃木県宇都宮市,6,52.0,4,2,4.333333333333333,36.57,139.88
埼玉県,熊谷市,埼玉県熊谷市,6,57.166666666666664,5,1,5.666666666666667,35.86,139.65
東京都,あきる野市,東京都あきる野市,6,51.0,4,2,4.0,35.69,139.69
埼玉県,白岡市,埼玉県白岡市,6,46.333333333333336,5,1,3.8333333333333335,35.86,139.65
愛知県,豊橋市,愛知県豊橋市,6,37.5,2,4,2.0,35.18,136.91
静岡県,富士市,静岡県富士市,6,52.0,3,3,3.5,34.98,138.38
東京都,国立市,東京都国立市,6,37.666666666666664,3,3,3.0,35.69,139.69
東京都,西多摩郡瑞穂町,東京都西多摩郡瑞穂町,6,31.0,3,3,2.3333333333333335,35.69,139.69
福岡県,春日市,福岡県春日市,6,37.0,2,4,2.6666666666666665,33.61,130.42
埼玉県,戸田市,埼玉県戸田市,6,39.0,3,3,3.5,35.86,139.65
奈良県,磯城郡三宅町,奈良県磯城郡三宅町,6,49.666666666666664,3,3,3.6666666666666665,34.69,135.83
東京都,東村山市,東京都東村山市,6,48.833333333333336,4,2,3.3333333333333335,35.69,139.69
東京都,青梅市,東京都青梅市,6,39.0,3,3,2.0,35.69,139.69
沖縄県,,沖縄県,6,46.5,5,1,3.5,26.21,127.68
奈良県,北葛城郡広陵町,奈良県北葛城郡広陵町,6,47.5,1,5,3.6666666666666665,34.69,135.83
栃木県,小山市,栃木県小山市,6,45.666666666666664,3,3,2.5,36.57,139.88
埼玉県,深谷市,埼玉県深谷市,6,52.833333333333336,5,1,3.6666666666666665,35.86,139.65
神奈川県,座間市,神奈川県座間市,6,51.0,3,3,2.8333333333333335,35.45,139.64
千葉県,我孫子市,千葉県我孫子市,6,48.0,4,2,3.0,35.61,140.11
千葉県,野田市,千葉県野田市,6,47.5,4,2,3.3333333333333335,35.61,140.11
沖縄県,那覇市,沖縄県那覇市,6,50.333333333333336,4,2,6.166666666666667,26.21,127.68
群馬県,高崎市,群馬県高崎市,6,44.0,4,2,3.5,36.39,139.06
福井県,大飯郡おおい町,福井県大飯郡おおい町,6,44.666666666666664,2,4,3.1666666666666665,36.07,136.22
三重県,伊賀市,三重県伊賀市,6,43.0,1,5,1.3333333333333333,34.73,136.51
愛知県,半田市,愛知県半田市,6,42.166666666666664,1,5,2.6666666666666665,35.18,136.91
埼玉県,さいたま市中央区,埼玉県さいたま市中央区,6,43.333333333333336,3,3,4.833333333333333,35.86,139.65
静岡県,静岡市葵区,静岡県静岡市葵区,6,46.5,2,4,3.1666666666666665,34.98,138.38
神奈川県,伊勢原市,神奈川県伊勢原市,5,40.2,2,3,2.6,35.45,139.64
埼玉県,さいたま市浦和区,埼玉県さいたま市浦和区,5,46.4,4,1,5.8,35.86,139.65
岐阜県,多治見市,岐阜県多治見市,5,46.2,1,4,3.8,35.39,136.72
京都府,相楽郡和束町,京都府相楽郡和束町,5,47.8,1,4,2.0,35.02,135.75
愛知県,豊明市,愛知県豊明市,5,43.2,2,3,3.0,35.18,136.91
静岡県,富士宮市,静岡県富士宮市,5,47.2,2,3,3.0,34.98,138.38
茨城県,水戸市,茨城県水戸市,5,52.0,3,2,4.2,36.34,140.45
埼玉県,加須市,埼玉県加須市,5,45.8,3,2,3.2,35.86,139.65
栃木県,足利市,栃木県足利市,5,46.4,4,1,3.0,36.57,139.88
茨城県,取手市,茨城県取手市,5,58.6,4,1,4.8,36.34,140.45
茨城県,ひたちなか市,茨城県ひたちなか市,5,54.0,3,2,4.6,36.34,140.45
奈良県,吉野郡大淀町,奈良県吉野郡大淀町,5,42.8,3,2,3.6,34.69,135.83
福岡県,那珂川市,福岡県那珂川市,5,51.6,3,2,2.8,33.61,130.42
群馬県,伊勢崎市,群馬県伊勢崎市,5,45.8,3,2,2.8,36.39,139.06
福岡県,福岡市城南区,福岡県福岡市城南区,5,47.2,3,2,2.4,33.61,130.42
沖縄県,沖縄市,沖縄県沖縄市,5,37.0,2,3,2.6,26.21,127.68
愛知県,江南市,愛知県江南市,5,53.4,2,3,3.8,35.18,136.91
茨城県,結城市,茨城県結城市,5,41.0,2,3,2.2,36.34,140.45
岡山県,岡山市北区,岡山県岡山市北区,5,44.0,1,4,3.6,34.66,133.92
広島県,廿日市市,広島県廿日市市,5,33.6,4,1,1.0,34.4,132.46
高知県,高知市,高知県高知市,5,32.4,2,3,5.4,33.56,133.53
奈良県,生駒郡安堵町,奈良県生駒郡安堵町,5,50.0,1,4,2.6,34.69,135.83
埼玉県,蓮田市,埼玉県蓮田市,5,48.8,4,1,8.0,35.86,139.65
三重県,桑名市,三重県桑名市,5,39.8,1,4,5.8,34.73,136.51
兵庫県,西脇市,兵庫県西脇市,5,48.0,4,1,3.2,34.69,135.18
東京都,小金井市,東京都小金井市,5,31.0,3,2,2.4,35.69,139.69
北海道,札幌市中央区,北海道札幌市中央区,5,35.0,3,2,2.6,43.06,141.35
茨城県,守谷市,茨城県守谷市,5,48.0,4,1,2.2,36.34,140.45
北海道,,北海道,5,44.4,4,1,4.8,43.06,141.35
栃木県,,栃木県,5,49.4,2,3,3.0,36.57,139.88
和歌山県,橋本市,和歌山県橋本市,5,43.0,3,2,4.0,34.23,135.17
滋賀県,蒲生郡竜王町,滋賀県蒲生郡竜王町,5,47.8,1,4,2.2,35.0,135.87
埼玉県,桶川市,埼玉県桶川市,5,42.6,3,2,5.6,35.86,139.65
愛知県,刈谷市,愛知県刈谷市,5,50.2,1,4,3.8,35.18,136.91
愛知県,犬山市,愛知県犬山市,5,43.6,2,3,2.2,35.18,136.91
広島県,広島市西区,広島県広島市西区,5,32.6,4,1,1.8,34.4,132.46
福岡県,朝倉市,福岡県朝倉市,5,39.0,3,2,3.0,33.61,130.42
岐阜県,大垣市,岐阜県大垣市,5,56.4,1,4,4.6,35.39,136.72
東京都,昭島市,東京都昭島市,5,33.6,3,2,3.8,35.69,139.69
島根県,,島根県,5,39.2,4,1,3.2,35.47,133.05
大阪府,泉南郡熊取町,大阪府泉南郡熊取町,4,46.25,2,2,4.0,34.69,135.5
兵庫県,朝来市,兵庫県朝来市,4,35.5,0,4,3.5,34.69,135.18
福島県,郡山市,福島県郡山市,4,39.75,2,2,2.0,37.75,140.47
三重県,名張市,三重県名張市,4,50.75,1,3,1.5,34.73,136.51
茨城県,日立市,茨城県日立市,4,58.5,4,0,4.0,36.34,140.45
茨城県,牛久市,茨城県牛久市,4,59.5,3,1,5.25,36.34,140.45
埼玉県,八潮市,埼玉県八潮市,4,50.5,2,2,3.5,35.86,139.65
千葉県,印西市,千葉県印西市,4,49.75,3,1,2.25,35.61,140.11
長野県,松本市,長野県松本市,4,58.25,1,3,2.0,36.65,138.18
福井県,越前市,福井県越前市,4,31.75,1,3,2.5,36.07,136.22
香川県,,香川県,4,37.5,4,0,6.75,34.34,134.04
山形県,山形市,山形県山形市,4,36.5,1,3,3.5,38.25,140.34
埼玉県,富士見市,埼玉県富士見市,4,37.5,3,1,3.25,35.86,139.65
愛媛県,,愛媛県,4,38.25,4,0,7.0,33.84,132.77
愛知県,安城市,愛知県安城市,4,44.75,0,4,3.0,35.18,136.91
三重県,志摩市,三重県志摩市,4,44.25,0,4,2.0,34.73,136.51
兵庫県,小野市,兵庫県小野市,4,39.25,2,2,4.0,34.69,135.18
兵庫県,淡路市,兵庫県淡路市,4,40.75,3,1,2.5,34.69,135.18
福岡県,久留米市,福岡県久留米市,4,34.0,2,2,3.0,33.61,130.42
愛知県,稲沢市,愛知県稲沢市,4,39.25,1,3,2.75,35.18,136.91
秋田県,,秋田県,4,48.5,4,0,3.75,39.72,140.1
山口県,山口市,山口県山口市,4,43.0,1,3,3.0,34.19,131.47
奈良県,五條市,奈良県五條市,4,34.75,1,3,3.25,34.69,135.83
熊本県,熊本市南区,熊本県熊本市南区,4,27.25,2,2,2.25,32.79,130.71
広島県,広島市安佐北区,広島県広島市安佐北区,4,31.75,2,2,1.0,34.4,132.46
愛知県,大府市,愛知県大府市,4,47.25,1,3,2.5,35.18,136.91
長崎県,長崎市,長崎県長崎市,4,50.0,2,2,3.0,32.75,129.88
埼玉県,入間郡三芳町,埼玉県入間郡三芳町,4,33.25,2,2,2.75,35.86,139.65
愛知県,尾張旭市,愛知県尾張旭市,4,37.0,2,2,3.25,35.18,136.91
東京都,東大和市,東京都東大和市,4,39.0,1,3,2.75,35.69,139.69
岡山県,総社市,岡山県総社市,4,39.0,0,4,3.5,34.66,133.92
埼玉県,ふじみ野市,埼玉県ふじみ野市,4,51.0,3,1,4.5,35.86,139.65
千葉県,袖ケ浦市,千葉県袖ケ浦市,4,51.75,2,2,3.0,35.61,140.11
岡山県,倉敷市,岡山県倉敷市,4,39.0,0,4,3.5,34.66,133.92
福岡県,古賀市,福岡県古賀市,4,37.0,2,2,3.25,33.61,130.42
神奈川県,足柄上郡開成町,神奈川県足柄上郡開成町,4,38.5,1,3,2.5,35.45,139.64
岐阜県,可児市,岐阜県可児市,4,49.75,1,3,4.25,35.39,136.72
三重県,,三重県,4,42.0,3,1,3.0,34.73,136.51
埼玉県,北本市,埼玉県北本市,4,47.75,3,1,5.0,35.86,139.65
京都府,相楽郡笠置町,京都府相楽郡笠置町,4,47.0,1,3,1.25,35.02,135.75
大阪府,豊能郡豊能町,大阪府豊能郡豊能町,4,58.25,1,3,1.5,34.69,135.5
埼玉県,東松山市,埼玉県東松山市,4,44.25,3,1,5.25,35.86,139.65
静岡県,浜松市中区,静岡県浜松市中区,4,45.5,1,3,3.0,34.98,138.38
千葉県,鎌ケ谷市,千葉県鎌ケ谷市,4,55.25,2,2,1.75,35.61,140.11
兵庫県,三木市,兵庫県三木市,4,60.5,2,2,4.25,34.69,135.18
福岡県,大野城市,福岡県大野城市,4,39.0,1,3,3.25,33.61,130.42
兵庫県,加東市,兵庫県加東市,4,56.0,2,2,2.0,34.69,135.18
東京都,狛江市,東京都狛江市,4,38.25,2,2,3.0,35.69,139.69
神奈川県,綾瀬市,神奈川県綾瀬市,4,39.5,2,2,2.75,35.45,139.64
石川県,,石川県,4,40.75,4,0,1.5,36.59,136.63
埼玉県,本庄市,埼玉県本庄市,4,48.5,4,0,2.0,35.86,139.65
滋賀県,米原市,滋賀県米原市,4,54.0,1,3,1.75,35.0,135.87
富山県,,富山県,4,45.75,4,0,2.5,36.7,137.21
和歌山県,岩出市,和歌山県岩出市,4,41.5,2,2,3.25,34.23,135.17
岐阜県,羽島郡岐南町,岐阜県羽島郡岐南町,4,55.75,1,3,3.75,35.39,136.72
兵庫県,多可郡多可町,兵庫県多可郡多可町,4,45.75,2,2,4.5,34.69,135.18
山梨県,甲府市,山梨県甲府市,4,46.5,2,2,3.0,35.66,138.57
熊本県,熊本市中央区,熊本県熊本市中央区,4,28.0,1,3,2.5,32.79,130.71
福井県,,福井県,4,46.0,4,0,2.0,36.07,136.22
栃木県,栃木市,栃木県栃木市,3,46.666666666666664,1,2,2.6666666666666665,36.57,139.88
茨城県,神栖市,茨城県神栖市,3,52.333333333333336,3,0,4.666666666666667,36.34,140.45
岐阜県,美濃加茂市,岐阜県美濃加茂市,3,54.666666666666664,2,1,4.0,35.39,136.72
愛知県,西春日井郡豊山町,愛知県西春日井郡豊山町,3,54.333333333333336,1,2,5.666666666666667,35.18,136.91
千葉県,香取市,千葉県香取市,3,57.0,2,1,5.0,35.61,140.11
茨城県,小美玉市,茨城県小美玉市,3,41.666666666666664,1,2,2.0,36.34,140.45
岐阜県,関市,岐阜県関市,3,45.333333333333336,1,2,3.6666666666666665,35.39,136.72
新潟県,新潟市江南区,新潟県新潟市江南区,3,54.333333333333336,2,1,4.0,37.9,139.02
広島県,尾道市,広島県尾道市,3,42.333333333333336,1,2,1.3333333333333333,34.4,132.46
熊本県,熊本市北区,熊本県熊本市北区,3,27.0,1,2,2.6666666666666665,32.79,130.71
熊本県,熊本市東区,熊本県熊本市東区,3,26.666666666666668,2,1,2.3333333333333335,32.79,130.71
福島県,福島市,福島県福島市,3,56.333333333333336,1,2,2.3333333333333335,37.75,140.47
愛知県,岡崎市,愛知県岡崎市,3,42.333333333333336,0,3,3.3333333333333335,35.18,136.91
愛知県,豊川市,愛知県豊川市,3,42.333333333333336,0,3,3.3333333333333335,35.18,136.91
徳島県,鳴門市,徳島県鳴門市,3,41.0,0,3,4.666666666666667,34.07,134.56
愛知県,津島市,愛知県津島市,3,32.666666666666664,2,1,3.0,35.18,136.91
岩手県,,岩手県,3,52.0,3,0,4.333333333333333,39.7,141.15
福島県,,福島県,3,52.0,3,0,4.333333333333333,37.75,140.47
福岡県,北九州市八幡西区,福岡県北九州市八幡西区,3,37.0,2,1,3.0,33.61,130.42
群馬県,,群馬県,3,48.333333333333336,2,1,3.3333333333333335,36.39,139.06
大分県,大分市,大分県大分市,3,49.666666666666664,1,2,3.6666666666666665,33.24,131.61
三重県,亀山市,三重県亀山市,3,45.666666666666664,0,3,1.3333333333333333,34.73,136.51
福井県,三方上中郡若狭町,福井県三方上中郡若狭町,3,43.0,1,2,3.0,36.07,136.22
奈良県,山辺郡山添村,奈良県山辺郡山添村,3,49.666666666666664,0,3,2.0,34.69,135.83
千葉県,木更津市,千葉県木更津市,3,44.0,2,1,3.0,35.61,140.11
沖縄県,うるま市,沖縄県うるま市,3,42.333333333333336,0,3,3.3333333333333335,26.21,127.68
鳥取県,鳥取市,鳥取県鳥取市,3,39.666666666666664,0,3,3.3333333333333335,35.5,134.23
山梨県,,山梨県,3,56.0,3,0,3.6666666666666665,35.66,138.57
愛知県,清須市,愛知県清須市,3,41.666666666666664,1,2,3.0,35.18,136.91
鹿児島県,,鹿児島県,3,40.0,2,1,2.3333333333333335,31.56,130.56
北海道,札幌市西区,北海道札幌市西区,3,34.666666666666664,1,2,6.333333333333333,43.06,141.35
愛知県,知多市,愛知県知多市,3,46.333333333333336,0,3,3.3333333333333335,35.18,136.91
熊本県,,熊本県,3,40.0,2,1,2.3333333333333335,32.79,130.71
群馬県,桐生市,群馬県桐生市,3,63.666666666666664,2,1,2.6666666666666665,36.39,139.06
群馬県,安中市,群馬県安中市,3,54.333333333333336,2,1,4.333333333333333,36.39,139.06
福岡県,糟屋郡粕屋町,福岡県糟屋郡粕屋町,3,38.666666666666664,0,3,3.6666666666666665,33.61,130.42
福岡県,福津市,福岡県福津市,3,45.666666666666664,0,3,5.666666666666667,33.61,130.42
兵庫県,高砂市,兵庫県高砂市,3,57.0,2,1,2.3333333333333335,34.69,135.18
北海道,札幌市東区,北海道札幌市東区,3,28.666666666666668,1,2,2.0,43.06,141.35
愛知県,西尾市,愛知県西尾市,3,42.333333333333336,0,3,3.3333333333333335,35.18,136.91
千葉県,茂原市,千葉県茂原市,3,43.0,1,2,5.666666666666667,35.61,140.11
愛知県,常滑市,愛知県常滑市,3,49.333333333333336,0,3,2.0,35.18,136.91
宮城県,仙台市若林区,宮城県仙台市若林区,3,45.0,1,2,3.0,38.27,140.87
宮崎県,宮崎市,宮崎県宮崎市,3,32.0,1,2,4.0,31.91,131.42
静岡県,静岡市清水区,静岡県静岡市清水区,3,49.333333333333336,2,1,4.666666666666667,34.98,138.38
長野県,,長野県,3,50.333333333333336,3,0,3.3333333333333335,36.65,138.18
埼玉県,鶴ヶ島市,埼玉県鶴ヶ島市,3,50.333333333333336,3,0,4.333333333333333,35.86,139.65
静岡県,磐田市,静岡県磐田市,3,53.0,1,2,4.0,34.98,138.38
群馬県,邑楽郡大泉町,群馬県邑楽郡大泉町,3,56.666666666666664,3,0,3.0,36.39,139.06
石川県,加賀市,石川県加賀市,3,49.666666666666664,1,2,2.6666666666666665,36.59,136.63
宮城県,仙台市宮城野区,宮城県仙台市宮城野区,3,51.333333333333336,1,2,2.0,38.27,140.87
埼玉県,志木市,埼玉県志木市,3,42.0,2,1,2.3333333333333335,35.86,139.65
茨城県,稲敷郡阿見町,茨城県稲敷郡阿見町,3,45.333333333333336,1,2,3.0,36.34,140.45
愛知県,岩倉市,愛知県岩倉市,3,57.0,1,2,5.333333333333333,35.18,136.91
福岡県,筑紫野市,福岡県筑紫野市,3,42.333333333333336,1,2,2.3333333333333335,33.61,130.42
兵庫県,加古郡稲美町,兵庫県加古郡稲美町,3,54.0,2,1,3.0,34.69,135.18
群馬県,佐波郡玉村町,群馬県佐波郡玉村町,3,56.666666666666664,3,0,3.0,36.39,139.06
愛知県,海部郡大治町,愛知県海部郡大治町,3,54.333333333333336,1,2,3.3333333333333335,35.18,136.91
熊本県,熊本市西区,熊本県熊本市西区,3,27.0,1,2,2.6666666666666665,32.79,130.71
沖縄県,宜野湾市,沖縄県宜野湾市,3,40.0,0,3,4.0,26.21,127.68
宮城県,仙台市青葉区,宮城県仙台市青葉区,3,42.0,1,2,4.333333333333333,38.27,140.87
石川県,野々市市,石川県野々市市,3,52.0,1,2,5.0,36.59,136.63
石川県,白山市,石川県白山市,3,44.0,2,1,3.3333333333333335,36.59,136.63
広島県,安芸郡海田町,広島県安芸郡海田町,3,37.0,3,0,1.0,34.4,132.46
愛知県,愛知郡東郷町,愛知県愛知郡東郷町,3,37.333333333333336,1,2,3.3333333333333335,35.18,136.91
岐阜県,瑞穂市,岐阜県瑞穂市,3,56.333333333333336,0,3,5.333333333333333,35.39,136.72
福岡県,糸島市,福岡県糸島市,3,54.0,2,1,3.6666666666666665,33.61,130.42
岐阜県,高山市,岐阜県高山市,3,43.666666666666664,0,3,5.666666666666667,35.39,136.72
神奈川県,逗子市,神奈川県逗子市,3,47.666666666666664,1,2,1.6666666666666667,35.45,139.64
沖縄県,南城市,沖縄県南城市,3,38.333333333333336,2,1,3.3333333333333335,26.21,127.68
埼玉県,飯能市,埼玉県飯能市,3,34.333333333333336,2,1,3.3333333333333335,35.86,139.65
愛知県,北名古屋市,愛知県北名古屋市,3,54.333333333333336,1,2,3.3333333333333335,35.18,136.91
愛知県,日進市,愛知県日進市,3,41.666666666666664,1,2,3.0,35.18,136.91
神奈川県,南足柄市,神奈川県南足柄市,3,50.666666666666664,1,2,1.6666666666666667,35.45,139.64
愛知県,愛西市,愛知県愛西市,3,54.333333333333336,1,2,3.3333333333333335,35.18,136.91
徳島県,吉野川市,徳島県吉野川市,3,26.0,1,2,2.3333333333333335,34.07,134.56
神奈川県,中郡二宮町,神奈川県中郡二宮町,3,56.0,3,0,3.3333333333333335,35.45,139.64
宮城県,仙台市泉区,宮城県仙台市泉区,3,52.0,1,2,3.3333333333333335,38.27,140.87
北海道,旭川市,北海道旭川市,3,40.666666666666664,1,2,4.333333333333333,43.06,141.35
東京都,福生市,東京都福生市,3,30.333333333333332,1,2,1.3333333333333333,35.69,139.69
愛知県,東海市,愛知県東海市,3,49.0,0,3,3.3333333333333335,35.18,136.91
愛知県,知立市,愛知県知立市,3,47.333333333333336,1,2,1.6666666666666667,35.18,136.91
千葉県,八街市,千葉県八街市,3,35.666666666666664,2,1,0.6666666666666666,35.61,140.11
兵庫県,養父市,兵庫県養父市,3,43.666666666666664,1,2,2.0,34.69,135.18
青森県,,青森県,3,52.0,3,0,4.333333333333333,40.82,140.74
兵庫県,揖保郡太子町,兵庫県揖保郡太子町,3,67.66666666666667,1,2,4.666666666666667,34.69,135.18
奈良県,吉野郡下市町,奈良県吉野郡下市町,3,35.333333333333336,3,0,2.6666666666666665,34.69,135.83
奈良県,吉野郡吉野町,奈良県吉野郡吉野町,3,30.666666666666668,1,2,5.0,34.69,135.83
京都府,与謝郡伊根町,京都府与謝郡伊根町,3,41.666666666666664,1,2,1.3333333333333333,35.02,135.75
長崎県,対馬市,長崎県対馬市,2,55.5,2,0,2.5,32.75,129.88
鹿児島県,霧島市,鹿児島県霧島市,2,29.5,1,1,2.5,31.56,130.56
福井県,福井市,福井県福井市,2,51.5,0,2,7.0,36.07,136.22
佐賀県,唐津市,佐賀県唐津市,2,50.0,2,0,1.5,33.25,130.3
福岡県,小郡市,福岡県小郡市,2,30.0,1,1,1.0,33.61,130.42
岡山県,岡山市南区,岡山県岡山市南区,2,39.0,0,2,4.5,34.66,133.92
大阪府,南河内郡河南町,大阪府南河内郡河南町,2,45.0,2,0,2.0,34.69,135.5
福岡県,糟屋郡須惠町,福岡県糟屋郡須惠町,2,48.0,1,1,2.5,33.61,130.42
大阪府,泉南郡岬町,大阪府泉南郡岬町,2,45.0,2,0,2.0,34.69,135.5
熊本県,天草市,熊本県天草市,2,24.5,2,0,0.5,32.79,130.71
神奈川県,愛甲郡愛川町,神奈川県愛甲郡愛川町,2,50.0,1,1,10.0,35.45,139.64
岐阜県,中津川市,岐阜県中津川市,2,57.5,0,2,2.0,35.39,136.72
岐阜県,恵那市,岐阜県恵那市,2,70.0,0,2,5.0,35.39,136.72
愛知県,額田郡幸田町,愛知県額田郡幸田町,2,47.5,0,2,4.0,35.18,136.91
愛知県,知多郡東浦町,愛知県知多郡東浦町,2,64.5,0,2,2.0,35.18,136.91
愛知県,長久手市,愛知県長久手市,2,47.5,0,2,4.0,35.18,136.91
兵庫県,神崎郡市川町,兵庫県神崎郡市川町,2,51.0,2,0,2.5,34.69,135.18
茨城県,稲敷市,茨城県稲敷市,2,59.0,2,0,1.5,36.34,140.45
埼玉県,比企郡川島町,埼玉県比企郡川島町,2,36.5,1,1,4.5,35.86,139.65
茨城県,筑西市,茨城県筑西市,2,42.0,0,2,5.0,36.34,140.45
熊本県,合志市,熊本県合志市,2,26.0,1,1,3.0,32.79,130.71
北海道,札幌市南区,北海道札幌市南区,2,37.0,1,1,4.0,43.06,141.35
山梨県,笛吹市,山梨県笛吹市,2,36.5,0,2,2.0,35.66,138.57
東京都,清瀬市,東京都清瀬市,2,30.5,0,2,4.0,35.69,139.69
長崎県,佐世保市,長崎県佐世保市,2,56.0,2,0,2.5,32.75,129.88
