node_id,prefecture,municipality,inflow,outflow,net_flow,latitude,longitude
愛知県弥富市,愛知県,弥富市,1,0,1,35.0,135.0
岐阜県可児郡御嵩町,岐阜県,可児郡御嵩町,1,0,1,35.0,135.0
青森県上北郡東北町,青森県,上北郡東北町,1,0,1,35.0,135.0
岩手県久慈市,岩手県,久慈市,1,0,1,35.0,135.0
北海道釧路市,北海道,釧路市,1,0,1,35.0,135.0
山梨県都留市,山梨県,都留市,1,0,1,35.0,135.0
青森県黒石市,青森県,黒石市,1,0,1,35.0,135.0
青森県青森市,青森県,青森市,1,0,1,35.0,135.0
茨城県龍ケ崎市,茨城県,龍ケ崎市,1,0,1,36.3418,140.4467
茨城県常陸大宮市,茨城県,常陸大宮市,1,0,1,36.3418,140.4467
千葉県長生郡一宮町,千葉県,長生郡一宮町,1,0,1,35.6074,140.1233
神奈川県小田原市,神奈川県,小田原市,6,5,1,35.4478,139.6425
神奈川県足柄下郡湯河原町,神奈川県,足柄下郡湯河原町,1,0,1,35.4478,139.6425
千葉県旭市,千葉県,旭市,1,0,1,35.6074,140.1233
埼玉県北足立郡伊奈町,埼玉県,北足立郡伊奈町,1,0,1,35.8617,139.6455
長野県大町市,長野県,大町市,1,0,1,35.0,135.0
長野県千曲市,長野県,千曲市,1,0,1,35.0,135.0
大阪府南河内郡河南町,大阪府,南河内郡河南町,2,1,1,34.6937,135.5023
新潟県新潟市北区,新潟県,新潟市北区,1,0,1,35.0,135.0
茨城県常陸太田市,茨城県,常陸太田市,1,0,1,36.3418,140.4467
茨城県石岡市,茨城県,石岡市,1,0,1,36.3418,140.4467
神奈川県高座郡寒川町,神奈川県,高座郡寒川町,1,0,1,35.4478,139.6425
大分県速見郡日出町,大分県,速見郡日出町,1,0,1,35.0,135.0
大分県別府市,大分県,別府市,1,0,1,35.0,135.0
大阪府豊能郡豊能町,大阪府,豊能郡豊能町,4,3,1,34.6937,135.5023
宮崎県児湯郡木城町,宮崎県,児湯郡木城町,1,0,1,35.0,135.0
大阪府阪南市,大阪府,阪南市,1,0,1,34.6937,135.5023
和歌山県田辺市,和歌山県,田辺市,1,0,1,35.0,135.0
熊本県菊池市,熊本県,菊池市,1,0,1,35.0,135.0
福岡県大牟田市,福岡県,大牟田市,1,0,1,35.0,135.0
福岡県筑後市,福岡県,筑後市,1,0,1,35.0,135.0
熊本県葦北郡津奈木町,熊本県,葦北郡津奈木町,1,0,1,35.0,135.0
鹿児島県出水市,鹿児島県,出水市,1,0,1,35.0,135.0
群馬県邑楽郡邑楽町,群馬県,邑楽郡邑楽町,1,0,1,36.3907,139.0604
山梨県南巨摩郡身延町,山梨県,南巨摩郡身延町,1,0,1,35.0,135.0
福岡県豊前市,福岡県,豊前市,1,0,1,35.0,135.0
徳島県,徳島県,,1,0,1,35.0,135.0
広島県三原市,広島県,三原市,1,0,1,35.0,135.0
山口県光市,山口県,光市,1,0,1,35.0,135.0
岡山県岡山市中区,岡山県,岡山市中区,1,0,1,35.0,135.0
沖縄県宮古島市,沖縄県,宮古島市,1,0,1,35.0,135.0
佐賀県多久市,佐賀県,多久市,1,0,1,35.0,135.0
沖縄県浦添市,沖縄県,浦添市,1,0,1,35.0,135.0
佐賀県嬉野市,佐賀県,嬉野市,1,0,1,35.0,135.0
佐賀県鹿島市,佐賀県,鹿島市,1,0,1,35.0,135.0
佐賀県小城市,佐賀県,小城市,1,0,1,35.0,135.0
福岡県糟屋郡新宮町,福岡県,糟屋郡新宮町,1,0,1,35.0,135.0
静岡県三島市,静岡県,三島市,1,0,1,35.0,135.0
新潟県村上市,新潟県,村上市,1,0,1,35.0,135.0
新潟県妙高市,新潟県,妙高市,1,0,1,35.0,135.0
岐阜県羽島郡笠松町,岐阜県,羽島郡笠松町,1,0,1,35.0,135.0
鹿児島県鹿屋市,鹿児島県,鹿屋市,1,0,1,35.0,135.0
福岡県飯塚市,福岡県,飯塚市,1,0,1,35.0,135.0
群馬県富岡市,群馬県,富岡市,1,0,1,36.3907,139.0604
佐賀県神埼市,佐賀県,神埼市,1,0,1,35.0,135.0
京都府与謝郡伊根町,京都府,与謝郡伊根町,1,0,1,35.0116,135.7681
鹿児島県奄美市,鹿児島県,奄美市,1,0,1,35.0,135.0
香川県仲多度郡多度津町,香川県,仲多度郡多度津町,1,0,1,35.0,135.0
高知県香美市,高知県,香美市,1,0,1,35.0,135.0
愛媛県四国中央市,愛媛県,四国中央市,1,0,1,35.0,135.0
愛媛県西条市,愛媛県,西条市,1,0,1,35.0,135.0
千葉県銚子市,千葉県,銚子市,1,0,1,35.6074,140.1233
新潟県佐渡市,新潟県,佐渡市,1,0,1,35.0,135.0
新潟県三条市,新潟県,三条市,1,0,1,35.0,135.0
群馬県沼田市,群馬県,沼田市,1,0,1,36.3907,139.0604
群馬県北群馬郡吉岡町,群馬県,北群馬郡吉岡町,1,0,1,36.3907,139.0604
千葉県山武郡九十九里町,千葉県,山武郡九十九里町,1,0,1,35.6074,140.1233
富山県富山市,富山県,富山市,1,0,1,35.0,135.0
新潟県南魚沼市,新潟県,南魚沼市,1,0,1,35.0,135.0
栃木県那須烏山市,栃木県,那須烏山市,1,0,1,36.5657,139.8836
静岡県袋井市,静岡県,袋井市,1,0,1,35.0,135.0
埼玉県大里郡寄居町,埼玉県,大里郡寄居町,1,0,1,35.8617,139.6455
福岡県築上郡築上町,福岡県,築上郡築上町,1,0,1,35.0,135.0
宮崎県北諸県郡三股町,宮崎県,北諸県郡三股町,1,0,1,35.0,135.0
山口県萩市,山口県,萩市,1,0,1,35.0,135.0
山口県周南市,山口県,周南市,1,0,1,35.0,135.0
山形県西村山郡大江町,山形県,西村山郡大江町,1,0,1,35.0,135.0
東京都稲城市,東京都,稲城市,1,0,1,35.6895,139.6917
宮城県多賀城市,宮城県,多賀城市,1,0,1,35.0,135.0
福岡県遠賀郡岡垣町,福岡県,遠賀郡岡垣町,1,0,1,35.0,135.0
愛知県蒲郡市,愛知県,蒲郡市,1,0,1,35.0,135.0
福岡県朝倉郡筑前町,福岡県,朝倉郡筑前町,1,0,1,35.0,135.0
福岡県筑紫郡那珂川町,福岡県,筑紫郡那珂川町,1,0,1,35.0,135.0
沖縄県国頭郡宜野座村,沖縄県,国頭郡宜野座村,1,0,1,35.0,135.0
秋田県能代市,秋田県,能代市,1,0,1,35.0,135.0
秋田県雄勝郡羽後町,秋田県,雄勝郡羽後町,1,0,1,35.0,135.0
秋田県大館市,秋田県,大館市,1,0,1,35.0,135.0
広島県安芸郡坂町,広島県,安芸郡坂町,1,0,1,35.0,135.0
沖縄県中頭郡北谷町,沖縄県,中頭郡北谷町,1,0,1,35.0,135.0
千葉県印旛郡酒々井町,千葉県,印旛郡酒々井町,1,0,1,35.6074,140.1233
広島県大竹市,広島県,大竹市,1,0,1,35.0,135.0
和歌山県伊都郡かつらぎ町,和歌山県,伊都郡かつらぎ町,1,0,1,35.0,135.0
宮城県塩竈市,宮城県,塩竈市,1,0,1,35.0,135.0
愛知県新城市,愛知県,新城市,1,0,1,35.0,135.0
鹿児島県肝属郡錦江町,鹿児島県,肝属郡錦江町,1,0,1,35.0,135.0
岐阜県美濃市,岐阜県,美濃市,1,0,1,35.0,135.0
群馬県みどり市,群馬県,みどり市,1,0,1,36.3907,139.0604
広島県安芸高田市,広島県,安芸高田市,1,0,1,35.0,135.0
広島県東広島市,広島県,東広島市,1,0,1,35.0,135.0
宮城県加美郡加美町,宮城県,加美郡加美町,1,0,1,35.0,135.0
兵庫県相生市,兵庫県,相生市,1,0,1,34.6913,135.183
兵庫県宍粟市,兵庫県,宍粟市,1,0,1,34.6913,135.183
奈良県山辺郡山添村,奈良県,山辺郡山添村,3,2,1,34.6851,135.805
広島県三次市,広島県,三次市,1,0,1,35.0,135.0
奈良県高市郡高取町,奈良県,高市郡高取町,1,0,1,34.6851,135.805
奈良県高市郡明日香村,奈良県,高市郡明日香村,1,0,1,34.6851,135.805
埼玉県北葛飾郡杉戸町,埼玉県,北葛飾郡杉戸町,1,0,1,35.8617,139.6455
奈良県磯城郡田原本町,奈良県,磯城郡田原本町,19,19,0,34.6851,135.805
大分県中津市,大分県,中津市,1,1,0,35.0,135.0
山形県上山市,山形県,上山市,1,1,0,35.0,135.0
北海道札幌市西区,北海道,札幌市西区,2,2,0,35.0,135.0
福井県敦賀市,福井県,敦賀市,2,2,0,35.0,135.0
兵庫県神戸市長田区,兵庫県,神戸市長田区,14,14,0,34.6913,135.183
静岡県焼津市,静岡県,焼津市,1,1,0,35.0,135.0
北海道札幌市東区,北海道,札幌市東区,2,2,0,35.0,135.0
三重県桑名市,三重県,桑名市,5,5,0,35.0,135.0
茨城県取手市,茨城県,取手市,5,5,0,36.3418,140.4467
群馬県桐生市,群馬県,桐生市,2,2,0,36.3907,139.0604
千葉県君津市,千葉県,君津市,1,1,0,35.6074,140.1233
福井県小浜市,福井県,小浜市,5,5,0,35.0,135.0
奈良県北葛城郡広陵町,奈良県,北葛城郡広陵町,5,5,0,34.6851,135.805
京都府与謝郡与謝野町,京都府,与謝郡与謝野町,15,15,0,35.0116,135.7681
長崎県大村市,長崎県,大村市,1,1,0,35.0,135.0
福井県三方上中郡若狭町,福井県,三方上中郡若狭町,3,4,-1,35.0,135.0
北海道登別市,北海道,登別市,0,1,-1,35.0,135.0
静岡県浜松市浜北区,静岡県,浜松市浜北区,0,1,-1,35.0,135.0
京都府相楽郡南山城村,京都府,相楽郡南山城村,3,4,-1,35.0116,135.7681
石川県小松市,石川県,小松市,2,3,-1,35.0,135.0
沖縄県宜野湾市,沖縄県,宜野湾市,2,3,-1,35.0,135.0
愛知県刈谷市,愛知県,刈谷市,4,5,-1,35.0,135.0
兵庫県加西市,兵庫県,加西市,1,2,-1,34.6913,135.183
鹿児島県伊佐市,鹿児島県,伊佐市,0,1,-1,35.0,135.0
兵庫県養父市,兵庫県,養父市,2,3,-1,34.6913,135.183
新潟県新潟市東区,新潟県,新潟市東区,0,1,-1,35.0,135.0
兵庫県神戸市中央区,兵庫県,神戸市中央区,29,30,-1,34.6913,135.183
埼玉県春日部市,埼玉県,春日部市,12,13,-1,35.8617,139.6455
千葉県千葉市花見川区,千葉県,千葉市花見川区,6,7,-1,35.6074,140.1233
岩手県一関市,岩手県,一関市,1,2,-1,35.0,135.0
佐賀県伊万里市,佐賀県,伊万里市,0,1,-1,35.0,135.0
愛知県稲沢市,愛知県,稲沢市,4,6,-2,35.0,135.0
広島県竹原市,広島県,竹原市,0,2,-2,35.0,135.0
兵庫県川辺郡猪名川町,兵庫県,川辺郡猪名川町,8,10,-2,34.6913,135.183
茨城県結城郡八千代町,茨城県,結城郡八千代町,1,3,-2,36.3418,140.4467
沖縄県島尻郡伊是名村,沖縄県,島尻郡伊是名村,0,2,-2,35.0,135.0
福井県あわら市,福井県,あわら市,0,2,-2,35.0,135.0
滋賀県東近江市,滋賀県,東近江市,15,17,-2,35.0045,135.8686
佐賀県佐賀市,佐賀県,佐賀市,1,3,-2,35.0,135.0
鹿児島県大島郡天城町,鹿児島県,大島郡天城町,0,2,-2,35.0,135.0
京都府相楽郡笠置町,京都府,相楽郡笠置町,2,4,-2,35.0116,135.7681
秋田県由利本荘市,秋田県,由利本荘市,0,2,-2,35.0,135.0
福島県伊達市,福島県,伊達市,0,2,-2,35.0,135.0
愛知県尾張旭市,愛知県,尾張旭市,4,7,-3,35.0,135.0
山口県宇部市,山口県,宇部市,0,3,-3,35.0,135.0
滋賀県米原市,滋賀県,米原市,3,6,-3,35.0045,135.8686
宮城県仙台市青葉区,宮城県,仙台市青葉区,3,6,-3,35.0,135.0
兵庫県淡路市,兵庫県,淡路市,3,6,-3,34.6913,135.183
石川県金沢市,石川県,金沢市,7,10,-3,35.0,135.0
山形県東村山郡山辺町,山形県,東村山郡山辺町,0,3,-3,35.0,135.0
京都府京都市左京区,京都府,京都市左京区,343,346,-3,35.0116,135.7681
愛知県名古屋市天白区,愛知県,名古屋市天白区,13,16,-3,35.0,135.0
神奈川県横浜市栄区,神奈川県,横浜市栄区,8,11,-3,35.4478,139.6425
熊本県熊本市西区,熊本県,熊本市西区,2,5,-3,35.0,135.0
千葉県香取郡東庄町,千葉県,香取郡東庄町,0,4,-4,35.6074,140.1233
和歌山県西牟婁郡上富田町,和歌山県,西牟婁郡上富田町,0,4,-4,35.0,135.0
奈良県五條市,奈良県,五條市,3,7,-4,34.6851,135.805
和歌山県有田郡有田川町,和歌山県,有田郡有田川町,0,4,-4,35.0,135.0
静岡県静岡市駿河区,静岡県,静岡市駿河区,6,10,-4,35.0,135.0
兵庫県神戸市北区,兵庫県,神戸市北区,22,26,-4,34.6913,135.183
石川県加賀市,石川県,加賀市,3,7,-4,35.0,135.0
東京都羽村市,東京都,羽村市,2,6,-4,35.6895,139.6917
広島県庄原市,広島県,庄原市,0,5,-5,35.0,135.0
山形県鶴岡市,山形県,鶴岡市,1,6,-5,35.0,135.0
福島県いわき市,福島県,いわき市,1,6,-5,35.0,135.0
愛媛県伊予郡松前町,愛媛県,伊予郡松前町,0,5,-5,35.0,135.0
愛媛県今治市,愛媛県,今治市,0,5,-5,35.0,135.0
奈良県大和郡山市,奈良県,大和郡山市,69,74,-5,34.6851,135.805
兵庫県たつの市,兵庫県,たつの市,1,7,-6,34.6913,135.183
福井県大野市,福井県,大野市,0,6,-6,35.0,135.0
京都府綾部市,京都府,綾部市,23,29,-6,35.0116,135.7681
佐賀県三養基郡みやき町,佐賀県,三養基郡みやき町,0,6,-6,35.0,135.0
群馬県伊勢崎市,群馬県,伊勢崎市,3,9,-6,36.3907,139.0604
神奈川県横浜市金沢区,神奈川県,横浜市金沢区,7,14,-7,35.4478,139.6425
山形県山形市,山形県,山形市,4,11,-7,35.0,135.0
奈良県大和高田市,奈良県,大和高田市,14,21,-7,34.6851,135.805
熊本県水俣市,熊本県,水俣市,1,9,-8,35.0,135.0
福井県福井市,福井県,福井市,2,10,-8,35.0,135.0
熊本県葦北郡芦北町,熊本県,葦北郡芦北町,0,8,-8,35.0,135.0
石川県羽咋市,石川県,羽咋市,0,8,-8,35.0,135.0
福井県大飯郡おおい町,福井県,大飯郡おおい町,5,13,-8,35.0,135.0
京都府宮津市,京都府,宮津市,17,25,-8,35.0116,135.7681
秋田県大仙市,秋田県,大仙市,1,9,-8,35.0,135.0
香川県高松市,香川県,高松市,4,14,-10,35.0,135.0
愛知県半田市,愛知県,半田市,4,14,-10,35.0,135.0
東京都東村山市,東京都,東村山市,4,15,-11,35.6895,139.6917
大阪府大阪市西区,大阪府,大阪市西区,62,73,-11,34.6937,135.5023
滋賀県野洲市,滋賀県,野洲市,36,47,-11,35.0045,135.8686
青森県八戸市,青森県,八戸市,1,13,-12,35.0,135.0
京都府京丹後市,京都府,京丹後市,10,22,-12,35.0116,135.7681
兵庫県小野市,兵庫県,小野市,3,15,-12,34.6913,135.183
京都府綴喜郡井手町,京都府,綴喜郡井手町,28,41,-13,35.0116,135.7681
京都府南丹市,京都府,南丹市,72,85,-13,35.0116,135.7681
山梨県笛吹市,山梨県,笛吹市,1,14,-13,35.0,135.0
徳島県徳島市,徳島県,徳島市,1,14,-13,35.0,135.0
