applicant_id,residence_pref,same_pref_count,diff_pref_count,total_desired,same_pref_ratio,mobility_score
ID_310,京都府,5,0,5,1.0,0.0
ID_311,大阪府,1,1,2,0.5,0.5
ID_312,大阪府,5,1,6,0.8333333333333334,0.16666666666666666
ID_313,大阪府,43,12,55,0.7818181818181819,0.21818181818181817
ID_314,大阪府,38,34,72,0.5277777777777778,0.4722222222222222
ID_315,神奈川県,12,18,30,0.4,0.6
ID_316,京都府,3,0,3,1.0,0.0
ID_317,京都府,3,0,3,1.0,0.0
ID_318,京都府,12,1,13,0.9230769230769231,0.07692307692307693
ID_319,京都府,1,0,1,1.0,0.0
ID_320,京都府,3,0,3,1.0,0.0
ID_321,京都府,5,1,6,0.8333333333333334,0.16666666666666666
ID_322,京都府,1,0,1,1.0,0.0
ID_323,兵庫県,1,1,2,0.5,0.5
ID_324,京都府,2,0,2,1.0,0.0
ID_325,奈良県,15,14,29,0.5172413793103449,0.4827586206896552
ID_326,奈良県,8,31,39,0.20512820512820512,0.7948717948717948
ID_327,京都府,2,0,2,1.0,0.0
ID_328,京都府,2,1,3,0.6666666666666666,0.3333333333333333
ID_329,秋田県,0,9,9,0.0,1.0
ID_330,京都府,7,17,24,0.2916666666666667,0.7083333333333334
ID_331,京都府,7,1,8,0.875,0.125
ID_332,大阪府,21,4,25,0.84,0.16
ID_333,京都府,1,0,1,1.0,0.0
ID_334,京都府,7,0,7,1.0,0.0
ID_335,京都府,4,2,6,0.6666666666666666,0.3333333333333333
ID_336,大阪府,1,7,8,0.125,0.875
ID_337,埼玉県,35,97,132,0.26515151515151514,0.7348484848484849
ID_338,京都府,2,0,2,1.0,0.0
ID_339,大阪府,3,1,4,0.75,0.25
ID_340,京都府,1,0,1,1.0,0.0
ID_341,京都府,4,0,4,1.0,0.0
ID_342,京都府,4,0,4,1.0,0.0
ID_343,山口県,1,3,4,0.25,0.75
ID_344,滋賀県,3,2,5,0.6,0.4
ID_345,京都府,5,0,5,1.0,0.0
ID_346,奈良県,1,1,2,0.5,0.5
ID_347,京都府,1,0,1,1.0,0.0
ID_348,京都府,1,1,2,0.5,0.5
ID_349,京都府,5,1,6,0.8333333333333334,0.16666666666666666
ID_350,滋賀県,2,1,3,0.6666666666666666,0.3333333333333333
ID_351,滋賀県,4,2,6,0.6666666666666666,0.3333333333333333
ID_352,滋賀県,2,6,8,0.25,0.75
ID_353,京都府,2,4,6,0.3333333333333333,0.6666666666666666
ID_354,京都府,2,0,2,1.0,0.0
ID_355,大阪府,1,1,2,0.5,0.5
ID_356,京都府,3,0,3,1.0,0.0
ID_357,京都府,2,0,2,1.0,0.0
ID_358,京都府,6,0,6,1.0,0.0
ID_359,京都府,3,0,3,1.0,0.0
ID_360,京都府,3,1,4,0.75,0.25
ID_361,京都府,2,0,2,1.0,0.0
ID_362,京都府,4,0,4,1.0,0.0
ID_363,京都府,4,0,4,1.0,0.0
ID_364,京都府,5,0,5,1.0,0.0
ID_365,京都府,2,2,4,0.5,0.5
ID_366,京都府,6,3,9,0.6666666666666666,0.3333333333333333
ID_367,福井県,1,4,5,0.2,0.8
ID_368,京都府,7,1,8,0.875,0.125
ID_369,京都府,2,0,2,1.0,0.0
ID_370,滋賀県,1,1,2,0.5,0.5
ID_371,京都府,1,0,1,1.0,0.0
ID_372,三重県,0,4,4,0.0,1.0
ID_373,京都府,10,0,10,1.0,0.0
ID_374,京都府,3,0,3,1.0,0.0
ID_375,京都府,1,0,1,1.0,0.0
ID_376,京都府,1,0,1,1.0,0.0
ID_377,奈良県,1,22,23,0.043478260869565216,0.9565217391304348
ID_378,京都府,0,15,15,0.0,1.0
ID_379,京都府,2,0,2,1.0,0.0
ID_380,大阪府,1,2,3,0.3333333333333333,0.6666666666666666
ID_381,京都府,1,0,1,1.0,0.0
ID_382,京都府,1,0,1,1.0,0.0
ID_383,京都府,1,0,1,1.0,0.0
ID_384,京都府,1,0,1,1.0,0.0
ID_385,京都府,1,2,3,0.3333333333333333,0.6666666666666666
ID_386,京都府,3,0,3,1.0,0.0
ID_387,京都府,1,0,1,1.0,0.0
ID_388,京都府,4,1,5,0.8,0.2
ID_389,京都府,3,2,5,0.6,0.4
ID_390,京都府,5,0,5,1.0,0.0
ID_391,京都府,5,0,5,1.0,0.0
ID_392,京都府,2,0,2,1.0,0.0
ID_393,京都府,7,0,7,1.0,0.0
ID_394,奈良県,10,6,16,0.625,0.375
ID_395,京都府,1,0,1,1.0,0.0
ID_396,京都府,2,0,2,1.0,0.0
ID_397,京都府,6,0,6,1.0,0.0
ID_398,京都府,3,0,3,1.0,0.0
ID_399,京都府,1,0,1,1.0,0.0
ID_400,京都府,5,1,6,0.8333333333333334,0.16666666666666666
ID_401,奈良県,1,1,2,0.5,0.5
ID_402,奈良県,3,1,4,0.75,0.25
ID_403,千葉県,21,126,147,0.14285714285714285,0.8571428571428571
ID_404,京都府,10,5,15,0.6666666666666666,0.3333333333333333
ID_405,京都府,2,0,2,1.0,0.0
ID_406,京都府,3,0,3,1.0,0.0
ID_407,京都府,2,0,2,1.0,0.0
ID_408,大阪府,2,1,3,0.6666666666666666,0.3333333333333333
ID_409,京都府,12,0,12,1.0,0.0
ID_410,京都府,1,0,1,1.0,0.0
ID_411,京都府,13,5,18,0.7222222222222222,0.2777777777777778
ID_412,京都府,7,0,7,1.0,0.0
ID_413,岡山県,6,15,21,0.2857142857142857,0.7142857142857143
ID_414,奈良県,6,1,7,0.8571428571428571,0.14285714285714285
ID_415,滋賀県,4,4,8,0.5,0.5
ID_416,大阪府,1,1,2,0.5,0.5
ID_417,奈良県,5,1,6,0.8333333333333334,0.16666666666666666
ID_418,京都府,4,0,4,1.0,0.0
ID_419,京都府,3,0,3,1.0,0.0
ID_420,京都府,1,0,1,1.0,0.0
ID_421,奈良県,6,7,13,0.46153846153846156,0.5384615384615384
ID_422,京都府,1,3,4,0.25,0.75
ID_423,大阪府,13,3,16,0.8125,0.1875
ID_424,京都府,3,1,4,0.75,0.25
ID_425,京都府,2,0,2,1.0,0.0
ID_426,京都府,2,0,2,1.0,0.0
ID_427,京都府,6,0,6,1.0,0.0
ID_428,京都府,1,0,1,1.0,0.0
ID_429,大阪府,3,1,4,0.75,0.25
ID_430,京都府,1,0,1,1.0,0.0
ID_431,京都府,1,0,1,1.0,0.0
ID_432,大阪府,12,8,20,0.6,0.4
ID_433,千葉県,0,1,1,0.0,1.0
ID_434,京都府,4,0,4,1.0,0.0
ID_435,大阪府,1,2,3,0.3333333333333333,0.6666666666666666
ID_436,京都府,5,0,5,1.0,0.0
ID_437,京都府,4,2,6,0.6666666666666666,0.3333333333333333
ID_438,福井県,2,1,3,0.6666666666666666,0.3333333333333333
ID_439,京都府,2,0,2,1.0,0.0
ID_440,京都府,4,0,4,1.0,0.0
ID_441,京都府,4,0,4,1.0,0.0
ID_442,東京都,5,1,6,0.8333333333333334,0.16666666666666666
ID_443,大阪府,5,5,10,0.5,0.5
ID_444,京都府,10,1,11,0.9090909090909091,0.09090909090909091
ID_445,京都府,1,0,1,1.0,0.0
ID_446,愛知県,52,58,110,0.4727272727272727,0.5272727272727272
ID_447,京都府,1,0,1,1.0,0.0
ID_448,京都府,4,0,4,1.0,0.0
ID_449,京都府,1,1,2,0.5,0.5
ID_450,京都府,8,0,8,1.0,0.0
ID_451,京都府,2,0,2,1.0,0.0
ID_452,京都府,7,3,10,0.7,0.3
ID_453,京都府,1,1,2,0.5,0.5
ID_454,京都府,1,1,2,0.5,0.5
ID_455,京都府,3,0,3,1.0,0.0
ID_456,京都府,3,0,3,1.0,0.0
ID_457,京都府,6,1,7,0.8571428571428571,0.14285714285714285
ID_458,京都府,1,0,1,1.0,0.0
ID_459,京都府,3,0,3,1.0,0.0
ID_460,京都府,3,0,3,1.0,0.0
ID_461,京都府,1,1,2,0.5,0.5
ID_462,京都府,2,0,2,1.0,0.0
ID_463,京都府,5,0,5,1.0,0.0
ID_464,京都府,1,0,1,1.0,0.0
ID_465,京都府,2,1,3,0.6666666666666666,0.3333333333333333
ID_466,京都府,3,0,3,1.0,0.0
ID_467,京都府,2,0,2,1.0,0.0
ID_468,京都府,1,0,1,1.0,0.0
ID_469,京都府,4,0,4,1.0,0.0
ID_470,京都府,7,0,7,1.0,0.0
ID_471,京都府,2,0,2,1.0,0.0
ID_472,京都府,1,0,1,1.0,0.0
ID_473,京都府,1,0,1,1.0,0.0
ID_474,京都府,3,1,4,0.75,0.25
ID_475,奈良県,10,2,12,0.8333333333333334,0.16666666666666666
ID_476,京都府,2,0,2,1.0,0.0
ID_477,京都府,2,0,2,1.0,0.0
ID_478,兵庫県,7,2,9,0.7777777777777778,0.2222222222222222
ID_479,大阪府,12,5,17,0.7058823529411765,0.29411764705882354
ID_480,京都府,4,0,4,1.0,0.0
ID_481,大阪府,2,1,3,0.6666666666666666,0.3333333333333333
ID_482,京都府,1,0,1,1.0,0.0
ID_483,京都府,6,0,6,1.0,0.0
ID_484,京都府,5,0,5,1.0,0.0
ID_485,京都府,2,0,2,1.0,0.0
ID_486,京都府,6,0,6,1.0,0.0
ID_487,京都府,3,0,3,1.0,0.0
ID_488,京都府,3,1,4,0.75,0.25
ID_489,京都府,5,0,5,1.0,0.0
ID_490,京都府,1,2,3,0.3333333333333333,0.6666666666666666
ID_491,京都府,1,0,1,1.0,0.0
ID_492,京都府,7,0,7,1.0,0.0
ID_493,京都府,0,2,2,0.0,1.0
ID_494,京都府,1,0,1,1.0,0.0
ID_495,福岡県,16,34,50,0.32,0.68
ID_496,京都府,1,0,1,1.0,0.0
ID_497,奈良県,4,1,5,0.8,0.2
ID_498,滋賀県,1,1,2,0.5,0.5
ID_499,京都府,4,2,6,0.6666666666666666,0.3333333333333333
ID_500,京都府,2,0,2,1.0,0.0
ID_501,奈良県,0,1,1,0.0,1.0
ID_502,京都府,3,0,3,1.0,0.0
ID_503,京都府,2,0,2,1.0,0.0
ID_504,京都府,2,0,2,1.0,0.0
ID_505,大阪府,8,11,19,0.42105263157894735,0.5789473684210527
ID_506,京都府,2,0,2,1.0,0.0
ID_507,大阪府,11,3,14,0.7857142857142857,0.21428571428571427
ID_508,京都府,2,0,2,1.0,0.0
ID_509,福岡県,12,13,25,0.48,0.52
ID_510,京都府,2,0,2,1.0,0.0
ID_511,京都府,1,0,1,1.0,0.0
ID_512,大阪府,1,3,4,0.25,0.75
ID_513,京都府,3,0,3,1.0,0.0
ID_514,滋賀県,2,1,3,0.6666666666666666,0.3333333333333333
ID_515,長崎県,0,1,1,0.0,1.0
ID_516,京都府,7,0,7,1.0,0.0
ID_517,京都府,1,0,1,1.0,0.0
ID_518,奈良県,12,1,13,0.9230769230769231,0.07692307692307693
ID_519,滋賀県,3,4,7,0.42857142857142855,0.5714285714285714
ID_520,愛媛県,0,5,5,0.0,1.0
ID_521,京都府,2,0,2,1.0,0.0
ID_522,滋賀県,1,1,2,0.5,0.5
ID_523,京都府,4,0,4,1.0,0.0
ID_524,大阪府,29,3,32,0.90625,0.09375
ID_525,京都府,1,0,1,1.0,0.0
ID_526,京都府,2,0,2,1.0,0.0
ID_527,京都府,1,0,1,1.0,0.0
ID_528,京都府,9,1,10,0.9,0.1
ID_529,大阪府,10,1,11,0.9090909090909091,0.09090909090909091
ID_530,京都府,1,0,1,1.0,0.0
ID_531,大阪府,1,6,7,0.14285714285714285,0.8571428571428571
ID_532,大阪府,14,19,33,0.42424242424242425,0.5757575757575758
ID_533,京都府,1,1,2,0.5,0.5
ID_534,京都府,1,0,1,1.0,0.0
ID_535,大阪府,5,1,6,0.8333333333333334,0.16666666666666666
ID_536,京都府,1,1,2,0.5,0.5
