applicant_id,residence_pref,same_pref_count,diff_pref_count,total_desired,same_pref_ratio,mobility_score
ID_1622,京都府,4,0,4,1.0,0.0
ID_1623,京都府,2,2,4,0.5,0.5
ID_1624,京都府,5,0,5,1.0,0.0
ID_1625,京都府,8,5,13,0.6153846153846154,0.38461538461538464
ID_1626,京都府,1,1,2,0.5,0.5
ID_1627,京都府,2,0,2,1.0,0.0
ID_1628,京都府,2,0,2,1.0,0.0
ID_1629,大阪府,5,2,7,0.7142857142857143,0.2857142857142857
ID_1630,北海道,2,1,3,0.6666666666666666,0.3333333333333333
ID_1631,京都府,1,0,1,1.0,0.0
ID_1632,滋賀県,2,1,3,0.6666666666666666,0.3333333333333333
ID_1633,京都府,6,0,6,1.0,0.0
ID_1634,京都府,1,0,1,1.0,0.0
ID_1635,京都府,2,0,2,1.0,0.0
ID_1636,京都府,2,0,2,1.0,0.0
ID_1637,京都府,1,3,4,0.25,0.75
ID_1638,京都府,1,0,1,1.0,0.0
ID_1639,京都府,5,0,5,1.0,0.0
ID_1640,京都府,2,0,2,1.0,0.0
ID_1641,京都府,2,0,2,1.0,0.0
ID_1642,奈良県,3,2,5,0.6,0.4
ID_1643,京都府,2,0,2,1.0,0.0
ID_1644,京都府,1,0,1,1.0,0.0
ID_1645,大阪府,4,2,6,0.6666666666666666,0.3333333333333333
ID_1646,京都府,2,0,2,1.0,0.0
ID_1647,京都府,2,0,2,1.0,0.0
ID_1648,京都府,1,0,1,1.0,0.0
ID_1649,京都府,1,0,1,1.0,0.0
ID_1650,京都府,1,0,1,1.0,0.0
ID_1651,京都府,3,0,3,1.0,0.0
ID_1652,京都府,0,2,2,0.0,1.0
ID_1653,京都府,4,0,4,1.0,0.0
ID_1654,京都府,1,0,1,1.0,0.0
ID_1655,京都府,1,0,1,1.0,0.0
ID_1656,京都府,4,0,4,1.0,0.0
ID_1657,京都府,4,0,4,1.0,0.0
ID_1658,京都府,1,0,1,1.0,0.0
ID_1659,京都府,6,1,7,0.8571428571428571,0.14285714285714285
ID_1660,京都府,2,0,2,1.0,0.0
ID_1661,京都府,1,0,1,1.0,0.0
ID_1662,京都府,3,0,3,1.0,0.0
ID_1663,京都府,5,1,6,0.8333333333333334,0.16666666666666666
ID_1664,京都府,1,0,1,1.0,0.0
ID_1665,京都府,1,0,1,1.0,0.0
ID_1666,京都府,1,4,5,0.2,0.8
ID_1667,京都府,0,2,2,0.0,1.0
ID_1668,京都府,4,0,4,1.0,0.0
ID_1669,京都府,5,0,5,1.0,0.0
ID_1670,京都府,2,0,2,1.0,0.0
ID_1671,京都府,6,0,6,1.0,0.0
ID_1672,京都府,5,0,5,1.0,0.0
ID_1673,京都府,3,1,4,0.75,0.25
ID_1674,京都府,1,0,1,1.0,0.0
ID_1675,京都府,1,0,1,1.0,0.0
ID_1676,京都府,2,0,2,1.0,0.0
ID_1677,和歌山県,1,2,3,0.3333333333333333,0.6666666666666666
ID_1678,京都府,5,0,5,1.0,0.0
ID_1679,京都府,3,0,3,1.0,0.0
ID_1680,京都府,2,0,2,1.0,0.0
ID_1681,京都府,1,0,1,1.0,0.0
ID_1682,京都府,6,0,6,1.0,0.0
ID_1683,京都府,1,0,1,1.0,0.0
ID_1684,京都府,1,1,2,0.5,0.5
ID_1685,京都府,3,0,3,1.0,0.0
ID_1686,京都府,1,1,2,0.5,0.5
ID_1687,京都府,1,0,1,1.0,0.0
ID_1688,京都府,0,1,1,0.0,1.0
ID_1689,埼玉県,3,4,7,0.42857142857142855,0.5714285714285714
ID_1690,京都府,1,0,1,1.0,0.0
ID_1691,京都府,3,2,5,0.6,0.4
ID_1692,福島県,0,6,6,0.0,1.0
ID_1693,京都府,2,0,2,1.0,0.0
ID_1694,京都府,12,2,14,0.8571428571428571,0.14285714285714285
ID_1695,京都府,1,0,1,1.0,0.0
ID_1696,京都府,1,0,1,1.0,0.0
ID_1697,京都府,3,0,3,1.0,0.0
ID_1698,京都府,0,2,2,0.0,1.0
ID_1699,京都府,1,0,1,1.0,0.0
ID_1700,京都府,1,0,1,1.0,0.0
ID_1701,京都府,1,0,1,1.0,0.0
ID_1702,広島県,1,2,3,0.3333333333333333,0.6666666666666666
ID_1703,京都府,3,0,3,1.0,0.0
ID_1704,大阪府,9,12,21,0.42857142857142855,0.5714285714285714
ID_1705,京都府,12,0,12,1.0,0.0
ID_1706,大阪府,1,4,5,0.2,0.8
ID_1707,京都府,5,0,5,1.0,0.0
ID_1708,京都府,4,0,4,1.0,0.0
ID_1709,京都府,1,0,1,1.0,0.0
ID_1710,京都府,1,0,1,1.0,0.0
ID_1711,京都府,1,0,1,1.0,0.0
ID_1712,京都府,2,0,2,1.0,0.0
ID_1713,京都府,1,0,1,1.0,0.0
ID_1714,京都府,5,0,5,1.0,0.0
ID_1715,京都府,2,0,2,1.0,0.0
ID_1716,大阪府,4,2,6,0.6666666666666666,0.3333333333333333
ID_1717,京都府,14,1,15,0.9333333333333333,0.06666666666666667
ID_1718,京都府,2,0,2,1.0,0.0
ID_1719,京都府,1,0,1,1.0,0.0
ID_1720,京都府,1,0,1,1.0,0.0
ID_1721,京都府,1,0,1,1.0,0.0
ID_1722,京都府,1,0,1,1.0,0.0
ID_1723,京都府,1,0,1,1.0,0.0
ID_1724,京都府,7,0,7,1.0,0.0
ID_1725,京都府,2,0,2,1.0,0.0
ID_1726,熊本県,2,2,4,0.5,0.5
ID_1727,京都府,1,4,5,0.2,0.8
ID_1728,兵庫県,3,1,4,0.75,0.25
ID_1729,京都府,0,2,2,0.0,1.0
ID_1730,京都府,1,0,1,1.0,0.0
ID_1731,京都府,3,0,3,1.0,0.0
ID_1732,京都府,5,0,5,1.0,0.0
ID_1733,京都府,3,1,4,0.75,0.25
ID_1734,京都府,10,1,11,0.9090909090909091,0.09090909090909091
ID_1735,京都府,1,0,1,1.0,0.0
ID_1736,京都府,4,0,4,1.0,0.0
ID_1737,京都府,3,0,3,1.0,0.0
ID_1738,京都府,0,1,1,0.0,1.0
ID_1739,京都府,1,0,1,1.0,0.0
ID_1740,京都府,1,0,1,1.0,0.0
ID_1741,京都府,1,0,1,1.0,0.0
ID_1742,京都府,2,0,2,1.0,0.0
ID_1743,京都府,2,0,2,1.0,0.0
ID_1744,京都府,1,0,1,1.0,0.0
ID_1745,京都府,3,1,4,0.75,0.25
ID_1746,京都府,3,0,3,1.0,0.0
ID_1747,京都府,6,0,6,1.0,0.0
ID_1748,兵庫県,12,13,25,0.48,0.52
ID_1749,京都府,2,0,2,1.0,0.0
ID_1750,京都府,2,0,2,1.0,0.0
ID_1751,千葉県,1,1,2,0.5,0.5
ID_1752,京都府,2,0,2,1.0,0.0
ID_1753,京都府,2,0,2,1.0,0.0
ID_1754,大阪府,27,11,38,0.7105263157894737,0.2894736842105263
ID_1755,京都府,3,0,3,1.0,0.0
ID_1756,京都府,3,0,3,1.0,0.0
ID_1757,京都府,2,0,2,1.0,0.0
ID_1758,京都府,3,1,4,0.75,0.25
ID_1759,京都府,1,0,1,1.0,0.0
ID_1760,京都府,1,0,1,1.0,0.0
ID_1761,京都府,3,0,3,1.0,0.0
ID_1762,京都府,5,0,5,1.0,0.0
ID_1763,奈良県,1,1,2,0.5,0.5
ID_1764,滋賀県,6,1,7,0.8571428571428571,0.14285714285714285
ID_1765,滋賀県,3,7,10,0.3,0.7
ID_1766,大阪府,1,1,2,0.5,0.5
ID_1767,京都府,1,0,1,1.0,0.0
ID_1768,京都府,1,0,1,1.0,0.0
ID_1769,京都府,4,0,4,1.0,0.0
ID_1770,京都府,1,1,2,0.5,0.5
ID_1771,大阪府,5,1,6,0.8333333333333334,0.16666666666666666
ID_1772,兵庫県,2,1,3,0.6666666666666666,0.3333333333333333
ID_1773,京都府,1,0,1,1.0,0.0
ID_1774,大阪府,2,1,3,0.6666666666666666,0.3333333333333333
ID_1775,京都府,3,0,3,1.0,0.0
ID_1776,京都府,1,0,1,1.0,0.0
ID_1777,京都府,3,0,3,1.0,0.0
ID_1778,京都府,1,2,3,0.3333333333333333,0.6666666666666666
ID_1779,滋賀県,1,1,2,0.5,0.5
ID_1780,京都府,1,0,1,1.0,0.0
ID_1781,京都府,4,2,6,0.6666666666666666,0.3333333333333333
ID_1782,京都府,1,0,1,1.0,0.0
ID_1783,京都府,3,0,3,1.0,0.0
ID_1784,京都府,6,0,6,1.0,0.0
ID_1785,奈良県,3,3,6,0.5,0.5
ID_1786,滋賀県,1,1,2,0.5,0.5
ID_1787,奈良県,1,1,2,0.5,0.5
ID_1788,京都府,1,0,1,1.0,0.0
ID_1789,大阪府,1,2,3,0.3333333333333333,0.6666666666666666
ID_1790,京都府,1,0,1,1.0,0.0
ID_1791,京都府,1,0,1,1.0,0.0
ID_1792,大阪府,1,3,4,0.25,0.75
ID_1793,大阪府,3,1,4,0.75,0.25
ID_1794,愛知県,5,1,6,0.8333333333333334,0.16666666666666666
ID_1795,京都府,5,0,5,1.0,0.0
ID_1796,京都府,1,0,1,1.0,0.0
ID_1797,和歌山県,1,3,4,0.25,0.75
ID_1798,京都府,1,2,3,0.3333333333333333,0.6666666666666666
ID_1799,奈良県,2,2,4,0.5,0.5
ID_1800,青森県,1,13,14,0.07142857142857142,0.9285714285714286
ID_1801,滋賀県,2,1,3,0.6666666666666666,0.3333333333333333
ID_1802,滋賀県,2,2,4,0.5,0.5
ID_1803,京都府,3,0,3,1.0,0.0
ID_1804,京都府,1,0,1,1.0,0.0
ID_1805,京都府,1,0,1,1.0,0.0
ID_1806,京都府,3,0,3,1.0,0.0
ID_1807,京都府,1,0,1,1.0,0.0
ID_1808,京都府,2,0,2,1.0,0.0
ID_1809,奈良県,1,1,2,0.5,0.5
ID_1810,京都府,2,0,2,1.0,0.0
ID_1811,京都府,2,0,2,1.0,0.0
ID_1812,京都府,5,0,5,1.0,0.0
ID_1813,京都府,1,0,1,1.0,0.0
ID_1814,京都府,1,5,6,0.16666666666666666,0.8333333333333334
ID_1815,奈良県,2,1,3,0.6666666666666666,0.3333333333333333
ID_1816,京都府,6,2,8,0.75,0.25
ID_1817,京都府,2,0,2,1.0,0.0
ID_1818,京都府,3,0,3,1.0,0.0
ID_1819,滋賀県,3,2,5,0.6,0.4
ID_1820,京都府,1,1,2,0.5,0.5
ID_1821,京都府,2,0,2,1.0,0.0
ID_1822,京都府,5,0,5,1.0,0.0
ID_1823,京都府,2,0,2,1.0,0.0
ID_1824,京都府,1,1,2,0.5,0.5
ID_1825,京都府,2,0,2,1.0,0.0
ID_1826,京都府,3,0,3,1.0,0.0
ID_1827,京都府,1,0,1,1.0,0.0
ID_1828,京都府,3,0,3,1.0,0.0
ID_1829,京都府,1,0,1,1.0,0.0
ID_1830,京都府,1,0,1,1.0,0.0
ID_1831,京都府,1,0,1,1.0,0.0
ID_1832,京都府,1,0,1,1.0,0.0
ID_1833,京都府,1,0,1,1.0,0.0
ID_1834,滋賀県,2,1,3,0.6666666666666666,0.3333333333333333
ID_1835,京都府,0,3,3,0.0,1.0
ID_1836,滋賀県,4,1,5,0.8,0.2
ID_1837,京都府,1,0,1,1.0,0.0
ID_1838,滋賀県,2,1,3,0.6666666666666666,0.3333333333333333
ID_1839,京都府,2,0,2,1.0,0.0
ID_1840,京都府,9,1,10,0.9,0.1
ID_1841,京都府,1,0,1,1.0,0.0
ID_1842,京都府,10,0,10,1.0,0.0
ID_1843,京都府,4,0,4,1.0,0.0
ID_1844,京都府,2,0,2,1.0,0.0
ID_1845,京都府,3,2,5,0.6,0.4
ID_1846,京都府,2,0,2,1.0,0.0
ID_1847,京都府,2,0,2,1.0,0.0
ID_1848,京都府,1,0,1,1.0,0.0
ID_1849,滋賀県,0,1,1,0.0,1.0
ID_1850,京都府,2,0,2,1.0,0.0
ID_1851,京都府,1,0,1,1.0,0.0
ID_1852,京都府,1,0,1,1.0,0.0
ID_1853,京都府,1,0,1,1.0,0.0
ID_1854,京都府,3,2,5,0.6,0.4
ID_1855,京都府,2,0,2,1.0,0.0
ID_1856,京都府,3,0,3,1.0,0.0
ID_1857,京都府,5,0,5,1.0,0.0
ID_1858,兵庫県,0,1,1,0.0,1.0
ID_1859,京都府,1,0,1,1.0,0.0
ID_1860,滋賀県,1,1,2,0.5,0.5
ID_1861,京都府,2,3,5,0.4,0.6
ID_1862,京都府,1,0,1,1.0,0.0
ID_1863,京都府,1,0,1,1.0,0.0
ID_1864,滋賀県,10,1,11,0.9090909090909091,0.09090909090909091
ID_1865,京都府,2,0,2,1.0,0.0
ID_1866,大阪府,5,2,7,0.7142857142857143,0.2857142857142857
ID_1867,京都府,4,0,4,1.0,0.0
ID_1868,京都府,1,0,1,1.0,0.0
ID_1869,京都府,6,1,7,0.8571428571428571,0.14285714285714285
ID_1870,京都府,2,0,2,1.0,0.0
ID_1871,京都府,3,0,3,1.0,0.0
ID_1872,滋賀県,6,10,16,0.375,0.625
ID_1873,京都府,1,0,1,1.0,0.0
ID_1874,京都府,1,0,1,1.0,0.0
ID_1875,京都府,7,1,8,0.875,0.125
ID_1876,京都府,4,0,4,1.0,0.0
ID_1877,京都府,1,0,1,1.0,0.0
ID_1878,京都府,1,1,2,0.5,0.5
ID_1879,滋賀県,2,7,9,0.2222222222222222,0.7777777777777778
ID_1880,山形県,0,6,6,0.0,1.0
ID_1881,京都府,4,1,5,0.8,0.2
ID_1882,京都府,1,0,1,1.0,0.0
ID_1883,大阪府,3,3,6,0.5,0.5
ID_1884,京都府,1,0,1,1.0,0.0
ID_1885,京都府,2,0,2,1.0,0.0
ID_1886,京都府,3,0,3,1.0,0.0
ID_1887,京都府,1,0,1,1.0,0.0
ID_1888,山口県,0,17,17,0.0,1.0
ID_1889,京都府,0,2,2,0.0,1.0
ID_1890,京都府,6,1,7,0.8571428571428571,0.14285714285714285
ID_1891,京都府,1,0,1,1.0,0.0
ID_1892,京都府,0,3,3,0.0,1.0
ID_1893,三重県,1,1,2,0.5,0.5
ID_1894,京都府,2,0,2,1.0,0.0
ID_1895,京都府,9,1,10,0.9,0.1
ID_1896,京都府,2,0,2,1.0,0.0
ID_1898,京都府,1,0,1,1.0,0.0
ID_1899,京都府,2,0,2,1.0,0.0
ID_1900,京都府,1,0,1,1.0,0.0
ID_1901,京都府,1,0,1,1.0,0.0
ID_1902,京都府,0,1,1,0.0,1.0
ID_1903,京都府,1,0,1,1.0,0.0
ID_1904,滋賀県,2,4,6,0.3333333333333333,0.6666666666666666
ID_1905,京都府,1,1,2,0.5,0.5
ID_1906,滋賀県,1,1,2,0.5,0.5
ID_1907,京都府,1,0,1,1.0,0.0
ID_1908,滋賀県,0,7,7,0.0,1.0
ID_1909,京都府,3,0,3,1.0,0.0
ID_1910,京都府,5,0,5,1.0,0.0
ID_1911,京都府,3,0,3,1.0,0.0
ID_1912,京都府,1,0,1,1.0,0.0
ID_1913,三重県,1,1,2,0.5,0.5
ID_1914,京都府,1,0,1,1.0,0.0
ID_1915,京都府,1,5,6,0.16666666666666666,0.8333333333333334
ID_1916,京都府,1,0,1,1.0,0.0
ID_1917,京都府,1,1,2,0.5,0.5
ID_1918,京都府,5,1,6,0.8333333333333334,0.16666666666666666
ID_1919,京都府,1,0,1,1.0,0.0
ID_1920,京都府,2,0,2,1.0,0.0
ID_1921,京都府,6,0,6,1.0,0.0
ID_1922,京都府,3,0,3,1.0,0.0
ID_1923,埼玉県,1,12,13,0.07692307692307693,0.9230769230769231
ID_1924,京都府,1,0,1,1.0,0.0
ID_1925,京都府,3,0,3,1.0,0.0
ID_1926,京都府,1,0,1,1.0,0.0
ID_1927,京都府,4,0,4,1.0,0.0
ID_1928,京都府,2,0,2,1.0,0.0
ID_1929,京都府,5,0,5,1.0,0.0
ID_1930,大阪府,1,1,2,0.5,0.5
ID_1931,京都府,3,1,4,0.75,0.25
ID_1932,京都府,3,0,3,1.0,0.0
ID_1933,京都府,1,0,1,1.0,0.0
ID_1934,京都府,4,1,5,0.8,0.2
ID_1935,大阪府,16,5,21,0.7619047619047619,0.23809523809523808
ID_1936,京都府,1,0,1,1.0,0.0
ID_1937,京都府,8,0,8,1.0,0.0
ID_1938,滋賀県,3,1,4,0.75,0.25
ID_1939,京都府,4,0,4,1.0,0.0
ID_1940,京都府,1,1,2,0.5,0.5
ID_1941,奈良県,1,1,2,0.5,0.5
ID_1942,京都府,1,0,1,1.0,0.0
ID_1943,京都府,2,0,2,1.0,0.0
ID_1944,京都府,2,2,4,0.5,0.5
ID_1945,京都府,1,0,1,1.0,0.0
ID_1946,京都府,3,1,4,0.75,0.25
ID_1947,京都府,4,0,4,1.0,0.0
ID_1948,京都府,2,0,2,1.0,0.0
ID_1949,京都府,2,0,2,1.0,0.0
ID_1950,京都府,1,0,1,1.0,0.0
ID_1951,滋賀県,6,2,8,0.75,0.25
ID_1952,京都府,1,0,1,1.0,0.0
ID_1953,京都府,6,1,7,0.8571428571428571,0.14285714285714285
ID_1954,京都府,5,0,5,1.0,0.0
ID_1955,京都府,4,0,4,1.0,0.0
ID_1956,京都府,8,1,9,0.8888888888888888,0.1111111111111111
ID_1958,奈良県,4,3,7,0.5714285714285714,0.42857142857142855
ID_1959,京都府,8,1,9,0.8888888888888888,0.1111111111111111
ID_1960,京都府,1,0,1,1.0,0.0
ID_1961,京都府,3,0,3,1.0,0.0
ID_1962,京都府,1,0,1,1.0,0.0
ID_1963,京都府,3,0,3,1.0,0.0
ID_1964,大阪府,1,1,2,0.5,0.5
ID_1965,京都府,2,0,2,1.0,0.0
ID_1966,東京都,1,1,2,0.5,0.5
ID_1967,京都府,7,0,7,1.0,0.0
ID_1968,京都府,1,0,1,1.0,0.0
ID_1969,京都府,1,0,1,1.0,0.0
ID_1970,大阪府,0,7,7,0.0,1.0
ID_1971,京都府,3,0,3,1.0,0.0
ID_1972,滋賀県,1,1,2,0.5,0.5
ID_1973,京都府,1,0,1,1.0,0.0
ID_1974,滋賀県,1,1,2,0.5,0.5
ID_1975,京都府,1,0,1,1.0,0.0
ID_1976,京都府,2,0,2,1.0,0.0
ID_1977,京都府,9,1,10,0.9,0.1
ID_1978,京都府,1,0,1,1.0,0.0
ID_1979,京都府,5,0,5,1.0,0.0
ID_1980,京都府,1,0,1,1.0,0.0
ID_1981,京都府,4,1,5,0.8,0.2
ID_1982,京都府,3,0,3,1.0,0.0
ID_1983,京都府,1,0,1,1.0,0.0
ID_1984,京都府,5,0,5,1.0,0.0
ID_1985,京都府,2,1,3,0.6666666666666666,0.3333333333333333
ID_1986,京都府,1,0,1,1.0,0.0
ID_1987,京都府,1,0,1,1.0,0.0
ID_1988,京都府,1,0,1,1.0,0.0
ID_1989,京都府,1,0,1,1.0,0.0
ID_1990,京都府,4,0,4,1.0,0.0
ID_1991,京都府,2,1,3,0.6666666666666666,0.3333333333333333
ID_1992,滋賀県,1,2,3,0.3333333333333333,0.6666666666666666
ID_1993,京都府,1,0,1,1.0,0.0
ID_1994,京都府,4,0,4,1.0,0.0
ID_1995,京都府,5,0,5,1.0,0.0
ID_1996,滋賀県,1,1,2,0.5,0.5
ID_1997,京都府,1,0,1,1.0,0.0
ID_1998,京都府,3,0,3,1.0,0.0
ID_1999,京都府,2,0,2,1.0,0.0
ID_2000,京都府,3,0,3,1.0,0.0
ID_2001,京都府,1,0,1,1.0,0.0
ID_2002,京都府,1,0,1,1.0,0.0
ID_2003,京都府,1,0,1,1.0,0.0
ID_2004,京都府,12,0,12,1.0,0.0
ID_2005,京都府,1,0,1,1.0,0.0
ID_2006,京都府,1,0,1,1.0,0.0
ID_2007,京都府,16,13,29,0.5517241379310345,0.4482758620689655
ID_2008,京都府,3,0,3,1.0,0.0
ID_2009,京都府,1,0,1,1.0,0.0
ID_2010,京都府,2,0,2,1.0,0.0
ID_2011,京都府,21,20,41,0.5121951219512195,0.4878048780487805
ID_2012,京都府,2,0,2,1.0,0.0
ID_2013,滋賀県,0,1,1,0.0,1.0
ID_2014,京都府,1,0,1,1.0,0.0
ID_2015,京都府,1,0,1,1.0,0.0
ID_2016,京都府,4,0,4,1.0,0.0
ID_2017,京都府,1,0,1,1.0,0.0
ID_2018,京都府,1,0,1,1.0,0.0
ID_2019,京都府,1,0,1,1.0,0.0
ID_2020,滋賀県,1,5,6,0.16666666666666666,0.8333333333333334
ID_2021,京都府,1,0,1,1.0,0.0
ID_2022,京都府,1,0,1,1.0,0.0
ID_2023,京都府,1,1,2,0.5,0.5
ID_2024,京都府,1,0,1,1.0,0.0
ID_2025,京都府,1,0,1,1.0,0.0
ID_2026,大阪府,4,8,12,0.3333333333333333,0.6666666666666666
ID_2027,京都府,3,0,3,1.0,0.0
ID_2028,京都府,2,0,2,1.0,0.0
ID_2029,大阪府,2,1,3,0.6666666666666666,0.3333333333333333
ID_2030,京都府,0,1,1,0.0,1.0
ID_2031,滋賀県,1,2,3,0.3333333333333333,0.6666666666666666
ID_2032,京都府,1,0,1,1.0,0.0
ID_2033,京都府,1,0,1,1.0,0.0
ID_2034,京都府,1,0,1,1.0,0.0
ID_2035,京都府,1,0,1,1.0,0.0
ID_2036,京都府,1,0,1,1.0,0.0
ID_2037,京都府,3,0,3,1.0,0.0
ID_2038,滋賀県,1,1,2,0.5,0.5
ID_2039,京都府,1,0,1,1.0,0.0
ID_2040,京都府,2,0,2,1.0,0.0
ID_2041,京都府,2,0,2,1.0,0.0
ID_2042,京都府,1,0,1,1.0,0.0
ID_2043,京都府,3,0,3,1.0,0.0
ID_2044,大阪府,3,1,4,0.75,0.25
ID_2045,京都府,5,0,5,1.0,0.0
ID_2046,大阪府,22,8,30,0.7333333333333333,0.26666666666666666
ID_2047,京都府,1,40,41,0.024390243902439025,0.975609756097561
ID_2048,京都府,1,0,1,1.0,0.0
ID_2049,京都府,2,0,2,1.0,0.0
ID_2050,大阪府,12,1,13,0.9230769230769231,0.07692307692307693
ID_2051,神奈川県,26,108,134,0.19402985074626866,0.8059701492537313
ID_2052,京都府,1,0,1,1.0,0.0
ID_2053,京都府,1,0,1,1.0,0.0
ID_2054,京都府,1,0,1,1.0,0.0
ID_2055,京都府,1,0,1,1.0,0.0
ID_2056,京都府,2,0,2,1.0,0.0
ID_2057,京都府,2,0,2,1.0,0.0
ID_2058,京都府,1,0,1,1.0,0.0
ID_2059,京都府,4,0,4,1.0,0.0
ID_2060,京都府,3,0,3,1.0,0.0
ID_2061,京都府,1,0,1,1.0,0.0
ID_2062,京都府,1,0,1,1.0,0.0
ID_2063,神奈川県,5,2,7,0.7142857142857143,0.2857142857142857
ID_2064,大阪府,1,1,2,0.5,0.5
ID_2065,京都府,0,5,5,0.0,1.0
ID_2066,京都府,3,0,3,1.0,0.0
ID_2067,京都府,2,0,2,1.0,0.0
ID_2068,京都府,1,0,1,1.0,0.0
ID_2069,兵庫県,3,17,20,0.15,0.85
ID_2070,京都府,7,6,13,0.5384615384615384,0.46153846153846156
ID_2071,京都府,6,5,11,0.5454545454545454,0.45454545454545453
ID_2072,京都府,1,0,1,1.0,0.0
ID_2073,京都府,2,2,4,0.5,0.5
ID_2074,京都府,1,0,1,1.0,0.0
ID_2075,京都府,3,0,3,1.0,0.0
ID_2076,長崎県,0,2,2,0.0,1.0
ID_2077,京都府,3,0,3,1.0,0.0
ID_2078,兵庫県,2,6,8,0.25,0.75
ID_2079,京都府,1,0,1,1.0,0.0
ID_2080,京都府,1,0,1,1.0,0.0
ID_2081,京都府,4,0,4,1.0,0.0
ID_2082,兵庫県,14,28,42,0.3333333333333333,0.6666666666666666
ID_2083,京都府,3,0,3,1.0,0.0
ID_2084,京都府,4,0,4,1.0,0.0
ID_2085,京都府,2,0,2,1.0,0.0
ID_2086,京都府,4,0,4,1.0,0.0
ID_2087,長野県,2,16,18,0.1111111111111111,0.8888888888888888
ID_2088,滋賀県,2,1,3,0.6666666666666666,0.3333333333333333
ID_2089,京都府,11,0,11,1.0,0.0
ID_2090,京都府,8,0,8,1.0,0.0
ID_2091,京都府,7,0,7,1.0,0.0
ID_2092,京都府,0,5,5,0.0,1.0
ID_2093,京都府,3,4,7,0.42857142857142855,0.5714285714285714
ID_2094,京都府,4,0,4,1.0,0.0
ID_2095,京都府,3,0,3,1.0,0.0
ID_2096,京都府,0,1,1,0.0,1.0
ID_2097,奈良県,0,1,1,0.0,1.0
ID_2098,京都府,4,1,5,0.8,0.2
ID_2099,奈良県,2,1,3,0.6666666666666666,0.3333333333333333
ID_2100,京都府,2,2,4,0.5,0.5
ID_2101,京都府,1,0,1,1.0,0.0
ID_2102,京都府,3,0,3,1.0,0.0
ID_2103,奈良県,1,2,3,0.3333333333333333,0.6666666666666666
ID_2104,京都府,2,0,2,1.0,0.0
ID_2105,京都府,2,1,3,0.6666666666666666,0.3333333333333333
ID_2106,京都府,3,0,3,1.0,0.0
ID_2107,京都府,5,0,5,1.0,0.0
ID_2108,京都府,3,0,3,1.0,0.0
ID_2109,京都府,1,0,1,1.0,0.0
ID_2110,京都府,1,0,1,1.0,0.0
ID_2111,京都府,1,0,1,1.0,0.0
ID_2112,京都府,2,0,2,1.0,0.0
ID_2113,京都府,4,0,4,1.0,0.0
ID_2114,京都府,2,0,2,1.0,0.0
ID_2115,京都府,1,0,1,1.0,0.0
ID_2116,京都府,4,0,4,1.0,0.0
ID_2117,京都府,1,0,1,1.0,0.0
ID_2118,京都府,1,0,1,1.0,0.0
ID_2119,京都府,5,1,6,0.8333333333333334,0.16666666666666666
ID_2120,京都府,7,0,7,1.0,0.0
ID_2121,京都府,1,0,1,1.0,0.0
ID_2122,北海道,3,61,64,0.046875,0.953125
ID_2123,京都府,3,0,3,1.0,0.0
ID_2124,京都府,2,0,2,1.0,0.0
ID_2125,京都府,1,0,1,1.0,0.0
ID_2126,京都府,1,0,1,1.0,0.0
ID_2127,京都府,1,0,1,1.0,0.0
ID_2128,京都府,1,0,1,1.0,0.0
ID_2129,京都府,1,0,1,1.0,0.0
ID_2130,京都府,2,0,2,1.0,0.0
ID_2131,京都府,5,0,5,1.0,0.0
ID_2132,京都府,13,8,21,0.6190476190476191,0.38095238095238093
ID_2133,京都府,1,0,1,1.0,0.0
ID_2134,京都府,1,0,1,1.0,0.0
ID_2135,京都府,0,1,1,0.0,1.0
ID_2136,京都府,1,0,1,1.0,0.0
ID_2137,京都府,1,0,1,1.0,0.0
ID_2138,大阪府,9,1,10,0.9,0.1
ID_2139,京都府,1,1,2,0.5,0.5
ID_2140,京都府,3,0,3,1.0,0.0
ID_2141,京都府,1,0,1,1.0,0.0
ID_2142,大阪府,3,2,5,0.6,0.4
ID_2143,京都府,1,0,1,1.0,0.0
ID_2144,京都府,1,0,1,1.0,0.0
ID_2145,兵庫県,1,1,2,0.5,0.5
ID_2146,京都府,1,0,1,1.0,0.0
ID_2147,京都府,1,0,1,1.0,0.0
ID_2148,京都府,1,0,1,1.0,0.0
ID_2149,京都府,1,1,2,0.5,0.5
ID_2150,京都府,3,0,3,1.0,0.0
ID_2151,京都府,1,0,1,1.0,0.0
ID_2152,京都府,3,0,3,1.0,0.0
ID_2153,京都府,1,0,1,1.0,0.0
ID_2154,京都府,1,0,1,1.0,0.0
ID_2155,京都府,1,0,1,1.0,0.0
ID_2156,京都府,1,0,1,1.0,0.0
ID_2157,京都府,1,0,1,1.0,0.0
ID_2158,京都府,1,0,1,1.0,0.0
ID_2159,京都府,1,1,2,0.5,0.5
ID_2160,京都府,1,0,1,1.0,0.0
ID_2161,大阪府,6,5,11,0.5454545454545454,0.45454545454545453
ID_2162,滋賀県,1,2,3,0.3333333333333333,0.6666666666666666
ID_2163,京都府,1,0,1,1.0,0.0
ID_2164,京都府,1,0,1,1.0,0.0
ID_2165,京都府,4,0,4,1.0,0.0
ID_2166,三重県,4,15,19,0.21052631578947367,0.7894736842105263
ID_2167,京都府,2,2,4,0.5,0.5
ID_2168,京都府,2,0,2,1.0,0.0
