location,supply_count,avg_age,national_license_count,avg_qualifications
愛知県名古屋市北区,7,48.714285714285715,3,4.571428571428571
静岡県,7,42.57142857142857,0,2.4285714285714284
東京都国分寺市,7,36.714285714285715,0,3.0
和歌山県,7,46.57142857142857,0,3.0
群馬県太田市,7,57.42857142857143,0,4.428571428571429
群馬県前橋市,7,41.0,0,2.7142857142857144
埼玉県吉川市,7,46.142857142857146,0,4.142857142857143
埼玉県上尾市,7,53.0,0,4.857142857142857
埼玉県入間市,7,48.142857142857146,1,3.2857142857142856
千葉県千葉市美浜区,7,44.57142857142857,0,3.142857142857143
宮城県,7,45.42857142857143,0,4.714285714285714
神奈川県小田原市,7,53.42857142857143,1,2.142857142857143
長野県長野市,7,48.57142857142857,2,2.857142857142857
福岡県福岡市西区,7,50.0,2,2.7142857142857144
石川県金沢市,7,46.285714285714285,1,3.857142857142857
千葉県八千代市,7,51.714285714285715,0,3.7142857142857144
愛知県春日井市,7,40.714285714285715,1,2.142857142857143
千葉県成田市,7,51.0,0,4.142857142857143
静岡県静岡市駿河区,7,50.42857142857143,2,3.857142857142857
香川県高松市,7,40.0,0,5.285714285714286
東京都東村山市,6,48.833333333333336,0,3.3333333333333335
埼玉県白岡市,6,46.333333333333336,1,3.8333333333333335
埼玉県熊谷市,6,57.166666666666664,0,5.666666666666667
広島県広島市南区,6,37.333333333333336,0,2.1666666666666665
三重県伊賀市,6,43.0,0,1.3333333333333333
広島県広島市佐伯区,6,35.5,0,2.3333333333333335
埼玉県さいたま市中央区,6,43.333333333333336,0,4.833333333333333
東京都国立市,6,37.666666666666664,0,3.0
埼玉県深谷市,6,52.833333333333336,0,3.6666666666666665
埼玉県戸田市,6,39.0,0,3.5
奈良県北葛城郡広陵町,6,47.5,1,3.6666666666666665
大阪府豊能郡能勢町,6,56.166666666666664,0,1.8333333333333333
栃木県宇都宮市,6,52.0,0,4.333333333333333
栃木県小山市,6,45.666666666666664,0,2.5
東京都西多摩郡瑞穂町,6,31.0,0,2.3333333333333335
岐阜県,6,47.0,0,2.6666666666666665
東京都青梅市,6,39.0,0,2.0
沖縄県,6,46.5,0,3.5
岡山県,6,41.5,0,5.666666666666667
茨城県,6,50.333333333333336,1,3.3333333333333335
愛知県豊橋市,6,37.5,1,2.0
東京都あきる野市,6,51.0,0,4.0
愛知県豊田市,6,47.666666666666664,2,2.3333333333333335
群馬県高崎市,6,44.0,0,3.5
三重県鈴鹿市,6,42.833333333333336,1,2.1666666666666665
千葉県我孫子市,6,48.0,0,3.0
福井県大飯郡おおい町,6,44.666666666666664,0,3.1666666666666665
神奈川県座間市,6,51.0,1,2.8333333333333335
大阪府泉南市,6,48.166666666666664,2,4.0
千葉県野田市,6,47.5,0,3.3333333333333335
福岡県春日市,6,37.0,2,2.6666666666666665
沖縄県那覇市,6,50.333333333333336,0,6.166666666666667
奈良県磯城郡三宅町,6,49.666666666666664,1,3.6666666666666665
広島県広島市東区,6,36.166666666666664,1,2.0
愛知県あま市,6,45.666666666666664,1,4.166666666666667
広島県広島市安佐南区,6,35.5,0,2.3333333333333335
静岡県静岡市葵区,6,46.5,1,3.1666666666666665
愛知県半田市,6,42.166666666666664,1,2.6666666666666665
静岡県富士市,6,52.0,1,3.5
愛知県小牧市,6,44.333333333333336,1,2.5
京都府相楽郡和束町,5,47.8,1,2.0
広島県広島市西区,5,32.6,0,1.8
広島県廿日市市,5,33.6,0,1.0
高知県高知市,5,32.4,0,5.4
埼玉県加須市,5,45.8,0,3.2
三重県桑名市,5,39.8,1,5.8
福岡県福岡市城南区,5,47.2,1,2.4
福岡県那珂川市,5,51.6,0,2.8
愛知県江南市,5,53.4,2,3.8
愛知県犬山市,5,43.6,1,2.2
愛知県刈谷市,5,50.2,2,3.8
島根県,5,39.2,0,3.2
岐阜県大垣市,5,56.4,2,4.6
茨城県ひたちなか市,5,54.0,0,4.6
茨城県取手市,5,58.6,0,4.8
群馬県伊勢崎市,5,45.8,1,2.8
岡山県岡山市北区,5,44.0,0,3.6
岐阜県多治見市,5,46.2,2,3.8
栃木県足利市,5,46.4,0,3.0
栃木県,5,49.4,1,3.0
神奈川県伊勢原市,5,40.2,2,2.6
埼玉県桶川市,5,42.6,0,5.6
奈良県吉野郡大淀町,5,42.8,0,3.6
奈良県生駒郡安堵町,5,50.0,1,2.6
福岡県朝倉市,5,39.0,1,3.0
和歌山県橋本市,5,43.0,0,4.0
滋賀県蒲生郡竜王町,5,47.8,0,2.2
沖縄県沖縄市,5,37.0,0,2.6
茨城県守谷市,5,48.0,0,2.2
埼玉県蓮田市,5,48.8,0,8.0
静岡県富士宮市,5,47.2,1,3.0
東京都小金井市,5,31.0,0,2.4
北海道札幌市中央区,5,35.0,1,2.6
兵庫県西脇市,5,48.0,0,3.2
茨城県結城市,5,41.0,1,2.2
茨城県水戸市,5,52.0,0,4.2
北海道,5,44.4,0,4.8
東京都昭島市,5,33.6,0,3.8
埼玉県さいたま市浦和区,5,46.4,0,5.8
愛知県豊明市,5,43.2,1,3.0
熊本県熊本市南区,4,27.25,0,2.25
千葉県袖ケ浦市,4,51.75,1,3.0
千葉県鎌ケ谷市,4,55.25,0,1.75
福岡県大野城市,4,39.0,1,3.25
愛媛県,4,38.25,0,7.0
香川県,4,37.5,0,6.75
広島県広島市安佐北区,4,31.75,0,1.0
福島県郡山市,4,39.75,0,2.0
千葉県印西市,4,49.75,0,2.25
石川県,4,40.75,0,1.5
熊本県熊本市中央区,4,28.0,1,2.5
三重県,4,42.0,0,3.0
三重県志摩市,4,44.25,1,2.0
京都府相楽郡笠置町,4,47.0,1,1.25
愛知県安城市,4,44.75,1,3.0
愛知県大府市,4,47.25,1,2.5
愛知県尾張旭市,4,37.0,1,3.25
静岡県浜松市中区,4,45.5,1,3.0
長崎県長崎市,4,50.0,1,3.0
長野県松本市,4,58.25,1,2.0
三重県名張市,4,50.75,1,1.5
福井県越前市,4,31.75,0,2.5
福岡県久留米市,4,34.0,1,3.0
福井県,4,46.0,0,2.0
兵庫県三木市,4,60.5,1,4.25
兵庫県多可郡多可町,4,45.75,0,4.5
秋田県,4,48.5,0,3.75
埼玉県ふじみ野市,4,51.0,0,4.5
東京都東大和市,4,39.0,1,2.75
神奈川県綾瀬市,4,39.5,1,2.75
和歌山県岩出市,4,41.5,0,3.25
福岡県古賀市,4,37.0,1,3.25
神奈川県足柄上郡開成町,4,38.5,0,2.5
東京都狛江市,4,38.25,0,3.0
愛知県稲沢市,4,39.25,1,2.75
兵庫県加東市,4,56.0,1,2.0
大阪府豊能郡豊能町,4,58.25,0,1.5
埼玉県八潮市,4,50.5,0,3.5
奈良県五條市,4,34.75,0,3.25
岐阜県可児市,4,49.75,2,4.25
岡山県倉敷市,4,39.0,0,3.5
岐阜県羽島郡岐南町,4,55.75,1,3.75
山梨県甲府市,4,46.5,0,3.0
山形県山形市,4,36.5,0,3.5
埼玉県富士見市,4,37.5,0,3.25
埼玉県北本市,4,47.75,0,5.0
富山県,4,45.75,0,2.5
山口県山口市,4,43.0,0,3.0
大阪府泉南郡熊取町,4,46.25,1,4.0
埼玉県東松山市,4,44.25,0,5.25
埼玉県本庄市,4,48.5,0,2.0
滋賀県米原市,4,54.0,1,1.75
岡山県総社市,4,39.0,0,3.5
埼玉県入間郡三芳町,4,33.25,0,2.75
兵庫県淡路市,4,40.75,0,2.5
茨城県牛久市,4,59.5,0,5.25
兵庫県朝来市,4,35.5,0,3.5
兵庫県小野市,4,39.25,0,4.0
茨城県日立市,4,58.5,0,4.0
福岡県糸島市,3,54.0,0,3.6666666666666665
愛知県清須市,3,41.666666666666664,1,3.0
愛知県海部郡大治町,3,54.333333333333336,1,3.3333333333333335
愛知県知多市,3,46.333333333333336,1,3.3333333333333335
愛知県愛知郡東郷町,3,37.333333333333336,1,3.3333333333333335
愛知県日進市,3,41.666666666666664,1,3.0
愛知県愛西市,3,54.333333333333336,1,3.3333333333333335
愛知県東海市,3,49.0,1,3.3333333333333335
鹿児島県,3,40.0,0,2.3333333333333335
広島県尾道市,3,42.333333333333336,0,1.3333333333333333
愛知県西春日井郡豊山町,3,54.333333333333336,1,5.666666666666667
愛知県豊川市,3,42.333333333333336,1,3.3333333333333335
青森県,3,52.0,0,4.333333333333333
愛知県岡崎市,3,42.333333333333336,1,3.3333333333333335
愛知県津島市,3,32.666666666666664,0,3.0
長野県,3,50.333333333333336,0,3.3333333333333335
愛知県常滑市,3,49.333333333333336,1,2.0
京都府与謝郡伊根町,3,41.666666666666664,0,1.3333333333333333
静岡県磐田市,3,53.0,1,4.0
静岡県静岡市清水区,3,49.333333333333336,0,4.666666666666667
鳥取県鳥取市,3,39.666666666666664,0,3.3333333333333335
愛知県岩倉市,3,57.0,1,5.333333333333333
愛知県北名古屋市,3,54.333333333333336,1,3.3333333333333335
徳島県鳴門市,3,41.0,0,4.666666666666667
広島県安芸郡海田町,3,37.0,0,1.0
石川県加賀市,3,49.666666666666664,0,2.6666666666666665
福岡県福津市,3,45.666666666666664,2,5.666666666666667
福岡県筑紫野市,3,42.333333333333336,1,2.3333333333333335
千葉県木更津市,3,44.0,0,3.0
福島県福島市,3,56.333333333333336,0,2.3333333333333335
福島県,3,52.0,0,4.333333333333333
福岡県糟屋郡粕屋町,3,38.666666666666664,1,3.6666666666666665
沖縄県宜野湾市,3,40.0,1,4.0
沖縄県うるま市,3,42.333333333333336,0,3.3333333333333335
神奈川県南足柄市,3,50.666666666666664,1,1.6666666666666667
石川県白山市,3,44.0,0,3.3333333333333335
石川県野々市市,3,52.0,1,5.0
埼玉県志木市,3,42.0,0,2.3333333333333335
山梨県,3,56.0,0,3.6666666666666665
沖縄県南城市,3,38.333333333333336,0,3.3333333333333335
岩手県,3,52.0,0,4.333333333333333
宮城県仙台市青葉区,3,42.0,0,4.333333333333333
福井県三方上中郡若狭町,3,43.0,0,3.0
千葉県茂原市,3,43.0,0,5.666666666666667
熊本県,3,40.0,0,2.3333333333333335
熊本県熊本市西区,3,27.0,0,2.6666666666666665
熊本県熊本市東区,3,26.666666666666668,0,2.3333333333333335
熊本県熊本市北区,3,27.0,0,2.6666666666666665
宮城県仙台市宮城野区,3,51.333333333333336,1,2.0
奈良県吉野郡吉野町,3,30.666666666666668,0,5.0
宮城県仙台市若林区,3,45.0,0,3.0
宮城県仙台市泉区,3,52.0,1,3.3333333333333335
奈良県山辺郡山添村,3,49.666666666666664,0,2.0
宮崎県宮崎市,3,32.0,1,4.0
